Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Policy_Start_Date,Policy_End_Date,Last_Claim_Date,Last_Payment_Date,Vehicle_Age,Vehicle_Type,Premium_Amount,Churn,Churn_Numeric,Age_binned
C7975,46,Female,Single,Metro,Master's,Employed,Own Damage,9,1,1,213673,3,4,0,Phone,Credit Card,2,20,8,24-12-2020,31-12-2023,14-09-2021,21-12-2023,5,Hatchback,12369,0.0,0.0,"(38.0, 48.0]"
C7976,56,Female,Single,Metro,Bachelor's,Unemployed,Comprehensive,2,5,4,385785,1,4,1,In-Person,Cheque,4,2,2,31-12-2019,30-12-2021,18-04-2021,06-07-2021,13,Hatchback,17288,0.0,0.0,"(48.0, 59.0]"
C7977,45,Male,Married,Urban,Master's,Self-Employed,Third Party,6,5,2,112536,2,1,1,In-Person,Online,2,29,4,21-01-2023,31-12-2023,13-10-2023,31-03-2023,9,Hatchback,9460,0.0,0.0,"(38.0, 48.0]"
C7978,23,Male,Single,Rural,Bachelor's,Self-Employed,Comprehensive,3,4,0,160683,2,1,0,Phone,Online,8,10,6,12-03-2022,31-12-2023,2000-01-01 00:00:00,20-10-2023,0,SUV,22733,0.0,0.0,"(17.999, 28.0]"
C7979,33,Male,Married,Urban,Bachelor's,Employed,Third Party,2,1,4,157164,3,4,1,Phone,Cash,0,2,4,09-08-2019,08-08-2021,19-11-2019,04-11-2020,12,SUV,17821,0.0,0.0,"(28.0, 38.0]"
C7980,37,Male,Married,Metro,Master's,Unemployed,Comprehensive,7,0,0,46401,0,1,0,Phone,Credit Card,6,8,3,26-12-2019,31-12-2023,2000-01-01 00:00:00,31-12-2023,3,SUV,18306,0.0,0.0,"(28.0, 38.0]"
C7981,33,Male,Single,Urban,Master's,Employed,Third Party,8,1,4,211059,3,1,1,In-Person,Cheque,5,9,3,12-12-2019,31-12-2023,23-03-2022,28-02-2020,14,Luxury,25966,0.0,0.0,"(28.0, 38.0]"
C7982,24,Male,Single,Metro,Bachelor's,Employed,Comprehensive,4,5,4,30397,1,4,1,Phone,Credit Card,3,29,5,15-12-2018,14-12-2022,12-11-2019,18-02-2020,10,SUV,17541,0.0,0.0,"(17.999, 28.0]"
C7983,58,Male,Married,Rural,Master's,Employed,Comprehensive,4,2,3,467977,2,1,0,In-Person,Cash,7,28,1,26-12-2016,25-12-2020,13-07-2019,03-08-2019,3,SUV,15599,0.0,0.0,"(48.0, 59.0]"
C7984,31,Female,Single,Rural,Master's,Employed,Own Damage,7,5,4,168237,0,1,1,Phone,Online,1,7,8,18-05-2019,31-12-2023,27-09-2021,14-08-2020,8,Hatchback,16080,0.0,0.0,"(28.0, 38.0]"
C7985,60,Female,Single,Urban,Bachelor's,Employed,Comprehensive,9,3,4,110932,0,3,1,Email,Cheque,4,11,2,22-03-2023,31-12-2023,22-12-2023,26-05-2023,11,Hatchback,9714,0.0,0.0,"(59.0, 69.0]"
C7986,43,Male,Single,Metro,Master's,Employed,Comprehensive,8,1,1,21810,0,3,2,In-Person,Cheque,7,3,8,12-10-2023,31-12-2023,26-12-2023,28-11-2023,13,Luxury,17653,0.0,0.0,"(38.0, 48.0]"
C7987,43,Female,Married,Metro,Bachelor's,Employed,Third Party,1,0,4,294186,0,2,0,Email,Cheque,3,22,8,23-06-2019,22-06-2020,12-01-2020,25-07-2019,11,Sedan,19696,1.0,1.0,"(38.0, 48.0]"
C7988,31,Female,Married,Rural,Master's,Unemployed,Comprehensive,1,2,1,82962,3,4,1,In-Person,Cash,4,22,2,07-11-2015,06-11-2016,02-03-2016,11-04-2016,12,Hatchback,16248,0.0,0.0,"(28.0, 38.0]"
C7989,24,Female,Single,Urban,Bachelor's,Unemployed,Comprehensive,5,2,0,42600,3,4,1,In-Person,Credit Card,6,7,4,23-06-2015,21-06-2020,2000-01-01 00:00:00,31-10-2018,3,Sedan,6319,0.0,0.0,"(17.999, 28.0]"
C7990,50,Male,Single,Urban,Bachelor's,Unemployed,Third Party,2,1,1,439714,0,1,2,Email,Online,3,26,7,08-02-2017,08-02-2019,31-03-2018,09-11-2018,8,Hatchback,13321,0.0,0.0,"(48.0, 59.0]"
C7991,43,Female,Married,Metro,Bachelor's,Self-Employed,Comprehensive,9,0,1,60543,1,3,2,In-Person,Cash,1,13,6,12-01-2021,31-12-2023,01-05-2023,25-05-2022,6,Sedan,16616,0.0,0.0,"(38.0, 48.0]"
C7992,62,Female,Married,Urban,Master's,Self-Employed,Third Party,8,3,0,341681,0,1,2,Phone,Cheque,8,2,6,07-06-2021,31-12-2023,2000-01-01 00:00:00,16-07-2023,3,Hatchback,11108,0.0,0.0,"(59.0, 69.0]"
C7993,37,Male,Single,Rural,Bachelor's,Unemployed,Own Damage,8,1,1,318454,2,4,1,Email,Cheque,5,28,8,20-02-2016,31-12-2023,30-10-2018,18-07-2023,3,Hatchback,19052,0.0,0.0,"(28.0, 38.0]"
C7994,20,Male,Married,Urban,High School,Employed,Comprehensive,2,4,1,195900,2,2,0,Email,Online,1,26,4,03-01-2017,03-01-2019,14-08-2017,15-12-2018,10,SUV,28687,0.0,0.0,"(17.999, 28.0]"
C7995,69,Female,Married,Metro,Master's,Employed,Comprehensive,2,5,4,394956,1,4,2,Email,Cash,0,26,0,14-04-2022,31-12-2023,10-04-2023,14-01-2023,0,Sedan,8596,0.0,0.0,"(59.0, 69.0]"
C7996,21,Female,Married,Urban,High School,Employed,Third Party,6,2,1,19950,3,4,2,In-Person,Cheque,7,25,2,30-12-2015,28-12-2021,30-03-2021,03-08-2017,0,Sedan,19410,1.0,1.0,"(17.999, 28.0]"
C7997,43,Female,Single,Metro,Bachelor's,Unemployed,Third Party,4,4,4,18168,0,3,0,Email,Online,8,5,4,01-11-2020,31-12-2023,13-12-2022,30-05-2021,10,Sedan,12888,0.0,0.0,"(38.0, 48.0]"
C7998,28,Female,Married,Rural,Bachelor's,Employed,Comprehensive,9,2,3,94486,3,1,1,Email,Online,2,29,6,06-03-2020,31-12-2023,14-07-2023,22-12-2023,12,Hatchback,7158,1.0,1.0,"(17.999, 28.0]"
C7999,19,Female,Married,Urban,High School,Self-Employed,Comprehensive,4,1,3,86270,3,4,0,In-Person,Online,1,25,8,22-11-2015,21-11-2019,16-05-2017,18-12-2017,12,Hatchback,10731,0.0,0.0,"(17.999, 28.0]"
C8000,31,Male,Married,Urban,Bachelor's,Employed,Third Party,8,2,1,280044,0,1,1,In-Person,Credit Card,3,12,8,04-02-2023,31-12-2023,04-05-2023,28-06-2023,10,Hatchback,10858,0.0,0.0,"(28.0, 38.0]"
C8001,61,Male,Married,Metro,Master's,Employed,Comprehensive,6,0,0,22846,2,2,1,Email,Credit Card,8,23,4,04-11-2020,31-12-2023,2000-01-01 00:00:00,22-11-2022,1,Sedan,13094,0.0,0.0,"(59.0, 69.0]"
C8002,47,Female,Married,Metro,Bachelor's,Employed,Third Party,4,5,0,166157,2,3,2,Phone,Cheque,4,27,9,09-03-2021,31-12-2023,2000-01-01 00:00:00,03-04-2022,3,SUV,28619,1.0,1.0,"(38.0, 48.0]"
C8003,66,Male,Married,Urban,Bachelor's,Self-Employed,Own Damage,7,4,2,79335,0,4,2,Email,Cheque,2,7,3,03-06-2017,31-12-2023,23-07-2022,30-05-2020,4,Sedan,16521,0.0,0.0,"(59.0, 69.0]"
C8004,29,Male,Married,Rural,Bachelor's,Employed,Comprehensive,4,5,2,20466,3,2,0,In-Person,Online,6,24,2,05-10-2016,04-10-2020,30-11-2019,29-07-2019,8,Luxury,46141,0.0,0.0,"(28.0, 38.0]"
C8005,43,Female,Married,Metro,Master's,Employed,Own Damage,1,1,0,326072,2,2,1,Email,Cash,3,26,4,13-03-2023,31-12-2023,2000-01-01 00:00:00,29-08-2023,0,Sedan,5373,0.0,0.0,"(38.0, 48.0]"
C8006,61,Female,Married,Urban,Bachelor's,Employed,Third Party,1,0,4,115066,1,2,2,Phone,Cash,5,12,8,23-04-2023,31-12-2023,08-10-2023,22-08-2023,2,Sedan,11592,0.0,0.0,"(59.0, 69.0]"
C8007,50,Male,Married,Urban,Master's,Unemployed,Third Party,8,0,1,27776,0,3,2,Email,Cash,3,19,8,30-04-2020,31-12-2023,02-02-2022,21-11-2023,9,Sedan,5843,0.0,0.0,"(48.0, 59.0]"
C8008,30,Male,Married,Urban,Bachelor's,Employed,Third Party,7,0,2,127478,1,4,0,In-Person,Credit Card,1,10,0,21-06-2023,31-12-2023,08-12-2023,17-09-2023,13,Sedan,19678,0.0,0.0,"(28.0, 38.0]"
C8009,31,Male,Single,Urban,Bachelor's,Employed,Comprehensive,9,2,1,429346,3,4,1,Email,Cash,8,28,4,25-06-2019,31-12-2023,03-02-2020,09-12-2020,3,Sedan,6495,0.0,0.0,"(28.0, 38.0]"
C8010,41,Male,Married,Metro,Master's,Employed,Comprehensive,5,0,1,324361,2,1,1,Phone,Online,5,6,7,02-07-2020,31-12-2023,28-06-2021,31-08-2023,2,Sedan,14117,1.0,1.0,"(38.0, 48.0]"
C8011,51,Female,Married,Urban,Bachelor's,Employed,Comprehensive,6,0,4,462574,0,1,0,In-Person,Cash,3,8,8,03-05-2018,31-12-2023,17-07-2018,20-09-2019,5,Hatchback,19114,0.0,0.0,"(48.0, 59.0]"
C8012,61,Male,Married,Rural,Master's,Self-Employed,Own Damage,8,2,3,481437,2,4,1,Email,Credit Card,5,15,7,04-11-2023,31-12-2023,23-12-2023,18-12-2023,14,Hatchback,17784,1.0,1.0,"(59.0, 69.0]"
C8013,43,Female,Married,Rural,Bachelor's,Employed,Comprehensive,3,1,0,287389,3,2,0,Email,Online,4,15,0,09-12-2016,09-12-2019,2000-01-01 00:00:00,29-04-2018,2,Sedan,6786,0.0,0.0,"(38.0, 48.0]"
C8014,38,Female,Married,Urban,Master's,Employed,Comprehensive,3,2,2,228954,2,2,1,Phone,Cheque,8,15,1,20-10-2015,19-10-2018,26-04-2018,19-06-2016,12,Sedan,9084,1.0,1.0,"(28.0, 38.0]"
C8015,45,Female,Married,Rural,Bachelor's,Unemployed,Third Party,1,1,2,405709,3,4,2,Email,Credit Card,6,23,5,13-07-2018,13-07-2019,26-09-2018,07-06-2019,13,Hatchback,8808,0.0,0.0,"(38.0, 48.0]"
C8016,65,Male,Married,Metro,Master's,Self-Employed,Comprehensive,2,1,3,342684,0,3,0,Email,Cash,8,27,8,11-11-2016,11-11-2018,28-04-2018,15-07-2017,1,Sedan,6572,0.0,0.0,"(59.0, 69.0]"
C8017,53,Male,Married,Urban,Bachelor's,Self-Employed,Own Damage,2,0,3,466342,0,4,0,Phone,Cash,5,22,1,07-08-2020,07-08-2022,10-09-2020,19-11-2021,2,Hatchback,16778,0.0,0.0,"(48.0, 59.0]"
C8018,57,Male,Married,Urban,Master's,Employed,Comprehensive,7,3,2,15246,1,3,0,Phone,Cash,2,29,7,16-05-2020,31-12-2023,29-12-2023,05-11-2021,4,SUV,17687,0.0,0.0,"(48.0, 59.0]"
C8019,19,Male,Married,Metro,High School,Employed,Own Damage,8,4,0,408995,3,3,1,Email,Online,9,21,4,22-10-2023,31-12-2023,2000-01-01 00:00:00,29-12-2023,1,Sedan,11845,0.0,0.0,"(17.999, 28.0]"
C8020,59,Female,Single,Rural,Master's,Self-Employed,Comprehensive,1,3,2,311160,2,3,2,Phone,Credit Card,0,7,7,16-12-2022,16-12-2023,24-02-2023,05-08-2023,3,Hatchback,5315,0.0,0.0,"(48.0, 59.0]"
C8021,26,Male,Single,Urban,Bachelor's,Employed,Comprehensive,1,0,0,17784,3,1,1,Phone,Cash,6,6,1,09-05-2022,09-05-2023,2000-01-01 00:00:00,09-04-2023,7,Hatchback,10316,1.0,1.0,"(17.999, 28.0]"
C8022,40,Female,Married,Urban,Master's,Unemployed,Comprehensive,5,1,1,357632,3,4,0,In-Person,Cash,9,21,2,26-03-2015,24-03-2020,29-06-2015,08-09-2018,9,Hatchback,12211,0.0,0.0,"(38.0, 48.0]"
C8023,32,Male,Married,Metro,Master's,Employed,Third Party,1,2,4,16459,0,2,2,Email,Credit Card,7,17,9,15-06-2016,15-06-2017,03-12-2016,12-03-2017,11,Hatchback,7631,0.0,0.0,"(28.0, 38.0]"
C8024,30,Male,Single,Metro,Bachelor's,Employed,Comprehensive,2,0,2,145410,1,2,2,In-Person,Online,1,19,2,17-08-2022,31-12-2023,12-03-2023,04-10-2023,7,SUV,14676,0.0,0.0,"(28.0, 38.0]"
C8025,40,Female,Single,Urban,Bachelor's,Self-Employed,Comprehensive,3,1,1,200136,1,2,2,Email,Cash,1,11,0,30-03-2017,29-03-2020,18-03-2019,13-07-2018,3,Hatchback,5035,0.0,0.0,"(38.0, 48.0]"
C8026,34,Male,Single,Urban,Master's,Employed,Comprehensive,1,2,1,233616,3,3,1,In-Person,Cash,4,16,1,09-03-2018,09-03-2019,10-06-2018,05-02-2019,9,Hatchback,16201,0.0,0.0,"(28.0, 38.0]"
C8027,65,Male,Married,Metro,Bachelor's,Employed,Comprehensive,9,5,2,156794,1,4,1,Phone,Online,3,22,4,15-06-2022,31-12-2023,07-07-2023,02-10-2022,5,Hatchback,11139,0.0,0.0,"(59.0, 69.0]"
C8028,19,Male,Married,Rural,High School,Employed,Comprehensive,4,0,0,387342,2,3,2,In-Person,Online,2,11,2,26-07-2021,31-12-2023,2000-01-01 00:00:00,01-07-2022,1,SUV,19581,0.0,0.0,"(17.999, 28.0]"
C8029,37,Male,Married,Metro,Master's,Employed,Third Party,6,1,2,334654,1,3,2,Phone,Credit Card,8,2,1,16-10-2016,15-10-2022,02-04-2021,24-12-2021,5,Sedan,13391,0.0,0.0,"(28.0, 38.0]"
C8030,37,Female,Single,Rural,Master's,Employed,Third Party,6,3,4,276941,3,4,1,Email,Cash,9,28,2,23-01-2018,31-12-2023,06-01-2023,28-07-2018,9,Hatchback,8340,0.0,0.0,"(28.0, 38.0]"
C8031,63,Male,Single,Metro,Master's,Self-Employed,Third Party,3,3,1,462795,2,1,2,Email,Online,3,26,6,26-07-2019,25-07-2022,04-05-2020,26-02-2021,7,Sedan,13747,0.0,0.0,"(59.0, 69.0]"
C8032,20,Male,Married,Urban,High School,Employed,Comprehensive,8,5,0,122164,2,1,2,In-Person,Online,1,1,1,23-06-2015,21-06-2023,2000-01-01 00:00:00,03-07-2019,1,Sedan,9084,0.0,0.0,"(17.999, 28.0]"
C8033,29,Male,Single,Urban,Bachelor's,Employed,Comprehensive,6,5,2,291493,3,2,0,Phone,Cheque,0,10,8,30-04-2020,31-12-2023,13-12-2021,07-10-2021,0,Sedan,8839,1.0,1.0,"(28.0, 38.0]"
C8034,57,Female,Married,Urban,Master's,Employed,Comprehensive,6,4,0,104757,1,4,0,In-Person,Cash,8,27,2,27-04-2018,31-12-2023,2000-01-01 00:00:00,10-01-2023,8,Sedan,19924,0.0,0.0,"(48.0, 59.0]"
C8035,19,Male,Single,Urban,High School,Self-Employed,Comprehensive,1,0,0,33911,2,2,0,In-Person,Credit Card,2,4,8,15-04-2021,15-04-2022,2000-01-01 00:00:00,31-01-2022,6,Sedan,7610,0.0,0.0,"(17.999, 28.0]"
C8036,53,Male,Single,Rural,Bachelor's,Employed,Comprehensive,7,1,2,359335,1,2,2,Phone,Credit Card,3,11,9,14-10-2023,31-12-2023,09-12-2023,08-12-2023,8,Sedan,18977,0.0,0.0,"(48.0, 59.0]"
C8037,31,Male,Married,Urban,Bachelor's,Employed,Comprehensive,4,1,0,202526,0,3,2,In-Person,Cheque,8,29,1,12-03-2018,11-03-2022,2000-01-01 00:00:00,21-12-2020,0,Hatchback,15177,0.0,0.0,"(28.0, 38.0]"
C8038,33,Male,Single,Urban,Master's,Employed,Comprehensive,8,3,1,455060,3,1,1,Email,Cheque,8,7,5,16-09-2016,31-12-2023,10-06-2022,13-09-2018,10,Hatchback,5460,0.0,0.0,"(28.0, 38.0]"
C8039,36,Male,Single,Urban,Master's,Employed,Comprehensive,3,2,0,348977,3,3,0,In-Person,Cash,4,2,8,22-05-2018,21-05-2021,2000-01-01 00:00:00,09-06-2019,10,Hatchback,17851,1.0,1.0,"(28.0, 38.0]"
C8040,51,Male,Married,Rural,Master's,Employed,Third Party,4,2,1,14822,2,2,0,Email,Cash,8,20,1,02-02-2022,31-12-2023,24-06-2022,27-12-2022,3,Hatchback,10407,0.0,0.0,"(48.0, 59.0]"
C8041,61,Male,Single,Rural,Master's,Self-Employed,Third Party,1,2,4,43127,1,1,1,In-Person,Credit Card,6,28,6,14-05-2019,13-05-2020,31-12-2019,17-10-2019,3,Hatchback,7612,0.0,0.0,"(59.0, 69.0]"
C8042,63,Male,Married,Urban,Master's,Employed,Third Party,1,2,1,321757,3,2,2,In-Person,Credit Card,2,20,5,29-01-2015,29-01-2016,13-04-2015,18-08-2015,7,Hatchback,14027,1.0,1.0,"(59.0, 69.0]"
C8043,23,Male,Single,Urban,Diploma,Unemployed,Comprehensive,3,1,2,211336,2,1,2,Phone,Online,9,1,0,22-04-2019,21-04-2022,22-09-2020,18-03-2020,12,Sedan,10229,0.0,0.0,"(17.999, 28.0]"
C8044,30,Female,Married,Metro,Bachelor's,Employed,Comprehensive,9,3,0,390358,3,2,2,In-Person,Cheque,8,16,4,16-01-2015,31-12-2023,2000-01-01 00:00:00,21-08-2016,8,Hatchback,8822,0.0,0.0,"(28.0, 38.0]"
C8045,53,Female,Married,Urban,Bachelor's,Employed,Comprehensive,6,5,2,268181,3,1,2,Phone,Cheque,9,2,1,20-07-2023,31-12-2023,27-09-2023,25-09-2023,7,Sedan,13622,1.0,1.0,"(48.0, 59.0]"
C8046,39,Male,Married,Rural,Master's,Self-Employed,Comprehensive,2,2,3,23191,1,2,0,In-Person,Credit Card,9,25,0,11-06-2018,10-06-2020,27-06-2019,06-11-2019,2,SUV,25672,0.0,0.0,"(38.0, 48.0]"
C8047,35,Male,Married,Rural,Master's,Employed,Comprehensive,2,2,4,490822,0,3,2,In-Person,Cash,5,26,4,13-10-2023,31-12-2023,30-12-2023,23-12-2023,11,Sedan,5873,1.0,1.0,"(28.0, 38.0]"
C8048,29,Female,Married,Urban,Bachelor's,Self-Employed,Comprehensive,7,4,2,34799,0,3,2,Email,Online,4,12,1,10-08-2022,31-12-2023,26-06-2023,27-08-2023,14,SUV,15058,0.0,0.0,"(28.0, 38.0]"
C8049,69,Female,Single,Urban,Bachelor's,Employed,Comprehensive,5,0,3,116664,1,1,0,Phone,Cheque,2,25,6,19-01-2020,31-12-2023,21-05-2022,01-03-2023,6,Hatchback,14354,1.0,1.0,"(59.0, 69.0]"
C8050,47,Male,Single,Urban,Bachelor's,Self-Employed,Comprehensive,3,4,1,53235,3,2,1,Phone,Cash,2,1,9,27-12-2015,26-12-2018,09-09-2018,29-08-2017,1,Sedan,12813,0.0,0.0,"(38.0, 48.0]"
C8051,68,Female,Single,Urban,Bachelor's,Unemployed,Third Party,4,1,1,318817,2,1,0,Email,Credit Card,5,26,5,10-03-2016,09-03-2020,15-01-2019,19-06-2018,12,Hatchback,18584,1.0,1.0,"(59.0, 69.0]"
C8052,57,Male,Married,Urban,Master's,Employed,Comprehensive,1,0,0,333856,2,4,2,In-Person,Credit Card,8,29,6,28-11-2023,31-12-2023,2000-01-01 00:00:00,28-12-2023,0,SUV,18137,0.0,0.0,"(48.0, 59.0]"
C8053,24,Male,Married,Urban,Bachelor's,Employed,Comprehensive,3,0,1,465494,3,3,2,Email,Cash,4,9,8,09-06-2022,31-12-2023,26-04-2023,21-09-2022,1,Hatchback,18879,0.0,0.0,"(17.999, 28.0]"
C8054,49,Female,Single,Metro,Master's,Employed,Third Party,4,2,1,342971,0,1,1,Phone,Credit Card,3,10,0,07-10-2015,06-10-2019,08-04-2018,08-05-2018,14,Sedan,13693,0.0,0.0,"(48.0, 59.0]"
C8055,65,Female,Married,Metro,Bachelor's,Employed,Comprehensive,9,0,0,352174,2,3,2,In-Person,Cheque,4,10,1,24-09-2021,31-12-2023,2000-01-01 00:00:00,20-12-2023,12,Hatchback,7185,1.0,1.0,"(59.0, 69.0]"
C8056,36,Female,Single,Urban,Bachelor's,Employed,Comprehensive,5,1,3,165651,2,1,2,Email,Cheque,1,22,0,06-10-2020,31-12-2023,10-09-2021,30-03-2023,14,SUV,23472,1.0,1.0,"(28.0, 38.0]"
C8057,23,Male,Married,Rural,Bachelor's,Employed,Comprehensive,8,4,2,388815,3,2,0,In-Person,Cheque,2,16,4,19-02-2021,31-12-2023,19-08-2021,27-06-2021,0,Hatchback,17462,0.0,0.0,"(17.999, 28.0]"
C8058,37,Male,Married,Urban,Master's,Employed,Third Party,5,2,4,444834,1,3,2,Email,Cheque,7,18,9,24-12-2019,31-12-2023,14-05-2022,17-03-2023,8,Sedan,19209,1.0,1.0,"(28.0, 38.0]"
C8059,44,Female,Married,Urban,Bachelor's,Employed,Comprehensive,5,3,4,157732,3,4,1,Phone,Cash,7,1,8,02-07-2016,01-07-2021,07-06-2018,12-02-2020,10,SUV,22881,0.0,0.0,"(38.0, 48.0]"
C8060,60,Male,Married,Rural,Bachelor's,Employed,Comprehensive,8,4,0,360542,3,2,2,Phone,Online,3,9,9,12-12-2015,10-12-2023,2000-01-01 00:00:00,11-05-2017,3,Sedan,14916,0.0,0.0,"(59.0, 69.0]"
C8061,54,Male,Single,Urban,Master's,Employed,Comprehensive,3,2,3,288126,3,1,1,Phone,Online,3,26,6,17-07-2015,16-07-2018,28-01-2017,31-10-2016,0,Hatchback,6690,0.0,0.0,"(48.0, 59.0]"
C8062,65,Male,Married,Metro,Master's,Self-Employed,Third Party,5,2,1,134326,2,2,1,Email,Cheque,7,13,6,22-08-2015,20-08-2020,20-07-2016,04-07-2019,12,Sedan,16318,0.0,0.0,"(59.0, 69.0]"
C8063,24,Male,Single,Rural,Bachelor's,Employed,Comprehensive,5,0,3,101725,2,4,1,In-Person,Cash,7,16,7,29-03-2019,31-12-2023,06-05-2019,12-05-2019,10,Sedan,6572,1.0,1.0,"(17.999, 28.0]"
C8064,22,Male,Married,Rural,High School,Employed,Third Party,1,5,0,26447,3,2,1,In-Person,Credit Card,2,28,3,19-06-2017,19-06-2018,2000-01-01 00:00:00,13-01-2018,1,Hatchback,18241,0.0,0.0,"(17.999, 28.0]"
C8065,28,Female,Single,Urban,Bachelor's,Employed,Comprehensive,3,2,2,458097,3,2,0,In-Person,Credit Card,2,25,9,16-03-2019,15-03-2022,16-02-2021,04-08-2021,3,Hatchback,7373,0.0,0.0,"(17.999, 28.0]"
C8066,32,Female,Single,Metro,Master's,Employed,Comprehensive,4,2,1,295380,2,4,1,Phone,Credit Card,0,9,1,18-06-2022,31-12-2023,23-02-2023,24-08-2022,5,Hatchback,8132,0.0,0.0,"(28.0, 38.0]"
C8067,20,Male,Married,Rural,High School,Employed,Comprehensive,6,0,4,27517,2,2,2,In-Person,Cheque,9,14,0,30-09-2015,28-09-2021,17-08-2021,06-07-2021,12,Hatchback,18326,1.0,1.0,"(17.999, 28.0]"
C8068,22,Female,Single,Urban,High School,Employed,Comprehensive,6,4,2,81120,1,4,2,Email,Online,8,25,0,07-11-2022,31-12-2023,03-06-2023,05-03-2023,5,Hatchback,17496,0.0,0.0,"(17.999, 28.0]"
C8069,40,Male,Single,Metro,Bachelor's,Self-Employed,Comprehensive,5,3,1,270056,0,2,1,Email,Credit Card,9,6,2,26-03-2019,31-12-2023,16-09-2019,09-06-2021,5,Sedan,6046,0.0,0.0,"(38.0, 48.0]"
C8070,54,Female,Married,Metro,Master's,Employed,Comprehensive,2,3,1,375364,2,3,2,Email,Online,6,2,9,12-05-2018,11-05-2020,19-10-2018,11-03-2019,1,Hatchback,14884,0.0,0.0,"(48.0, 59.0]"
C8071,26,Male,Married,Rural,Bachelor's,Employed,Third Party,4,3,2,136001,0,3,0,In-Person,Cash,5,11,4,21-10-2018,20-10-2022,10-06-2020,13-11-2020,4,Hatchback,12799,0.0,0.0,"(17.999, 28.0]"
C8072,32,Female,Married,Metro,Master's,Employed,Own Damage,5,5,4,322892,1,1,2,Email,Online,2,18,4,12-06-2015,10-06-2020,19-01-2020,31-01-2016,10,Sedan,7206,0.0,0.0,"(28.0, 38.0]"
C8073,20,Female,Married,Metro,High School,Employed,Comprehensive,7,1,3,214304,3,1,0,Email,Cheque,0,1,0,14-09-2021,31-12-2023,02-01-2023,04-02-2022,13,Sedan,10005,0.0,0.0,"(17.999, 28.0]"
C8074,46,Male,Married,Urban,Master's,Unemployed,Comprehensive,6,5,3,488268,1,4,0,Email,Cash,4,20,1,16-09-2017,15-09-2023,19-03-2023,25-12-2018,14,Hatchback,18069,0.0,0.0,"(38.0, 48.0]"
C8075,23,Male,Single,Metro,Bachelor's,Self-Employed,Own Damage,2,4,3,114727,3,1,2,Email,Cheque,0,20,8,16-07-2015,15-07-2017,28-09-2015,24-04-2017,2,Luxury,39219,0.0,0.0,"(17.999, 28.0]"
C8076,34,Female,Married,Metro,Master's,Employed,Comprehensive,8,0,3,242311,0,4,0,Phone,Credit Card,5,4,6,20-11-2022,31-12-2023,10-01-2023,01-04-2023,6,Hatchback,6474,0.0,0.0,"(28.0, 38.0]"
C8077,43,Male,Married,Urban,Master's,Employed,Comprehensive,8,3,2,441342,0,1,1,Phone,Cash,2,18,4,03-06-2017,31-12-2023,16-09-2019,17-03-2022,2,SUV,20082,0.0,0.0,"(38.0, 48.0]"
C8078,38,Female,Married,Metro,Bachelor's,Self-Employed,Own Damage,4,2,3,192766,2,2,0,Email,Cheque,3,22,5,13-11-2021,31-12-2023,16-04-2022,22-03-2022,7,Hatchback,10079,0.0,0.0,"(28.0, 38.0]"
C8079,25,Female,Married,Rural,Diploma,Employed,Comprehensive,1,2,3,305141,1,2,2,Email,Cheque,4,20,5,09-05-2015,08-05-2016,15-01-2016,13-04-2016,1,Sedan,12112,1.0,1.0,"(17.999, 28.0]"
C8080,38,Male,Single,Urban,Bachelor's,Self-Employed,Third Party,3,2,1,115899,3,2,2,In-Person,Cheque,8,27,5,09-08-2022,31-12-2023,24-11-2022,04-10-2022,13,SUV,16618,0.0,0.0,"(28.0, 38.0]"
C8081,28,Female,Single,Metro,Bachelor's,Employed,Comprehensive,9,5,3,344661,0,1,2,In-Person,Cash,3,4,4,10-12-2020,31-12-2023,27-08-2021,08-01-2023,1,Sedan,15113,0.0,0.0,"(17.999, 28.0]"
C8082,55,Female,Single,Urban,Master's,Employed,Third Party,6,2,0,119347,3,3,0,In-Person,Cash,6,15,4,09-09-2019,31-12-2023,2000-01-01 00:00:00,14-11-2021,0,Luxury,48892,0.0,0.0,"(48.0, 59.0]"
C8083,25,Female,Single,Metro,Bachelor's,Employed,Own Damage,1,5,3,463910,1,1,1,Email,Credit Card,6,5,7,28-12-2016,28-12-2017,01-09-2017,19-06-2017,8,Hatchback,5614,0.0,0.0,"(17.999, 28.0]"
C8084,59,Male,Single,Metro,Master's,Employed,Own Damage,3,5,1,70081,3,4,2,Phone,Online,0,8,6,21-01-2023,31-12-2023,28-09-2023,21-05-2023,14,Sedan,6298,0.0,0.0,"(48.0, 59.0]"
C8085,41,Male,Married,Urban,Master's,Self-Employed,Comprehensive,8,5,2,38762,1,1,1,In-Person,Credit Card,1,28,9,07-02-2018,31-12-2023,10-08-2018,03-03-2022,1,SUV,29371,0.0,0.0,"(38.0, 48.0]"
C8086,52,Male,Single,Metro,Master's,Employed,Third Party,2,0,0,227216,2,4,1,In-Person,Credit Card,1,18,3,11-01-2016,10-01-2018,2000-01-01 00:00:00,01-04-2016,14,Luxury,15777,0.0,0.0,"(48.0, 59.0]"
