CustomerID,City,Churn,PlanType,EducationLevel,WorkStatus,Gender,RelationshipStatus,PaymentPerMonth,WeeksSinceClaim,OpenPolicies,RenewOfferType,Reachability,VehicleType,InceptionDate,CancelledDate,Premium,TotalClaimValue,TotalClaimNumber,NumberOfComplaints,Age
7042,Mumbai,No,Premium Plan,Diploma,Employed,Female,Divorced,4172.51,2,2,Online Portal,Online Portal,Hatchback,2019-05-11,,40564.93,20573.25,3,2,25
7043,Jaipur,No,Basic Plan,Bachelor,Unemployed,Male,Single,934.46,36,2,Online Portal,Branch Visit,SUV,2015-07-06,,4415.78,48675.14,0,2,24
7044,Kolkata,No,Standard Plan,Bachelor,Employed,Male,Married,4943.17,148,1,Online Portal,Agent Contact,Sedan,2023-01-19,,20222.96,17776.65,3,0,34
7045,Hyderabad,No,Basic Plan,Bachelor,Self-Employed,Male,Divorced,906.53,95,1,Online Portal,Branch Visit,Scooter,2010-02-08,,4264.13,32368.07,2,1,27
7046,Chennai,Yes,Basic Plan,Master,Unemployed,Female,Single,2066.16,116,5,Agent Contact,Agent Contact,Hatchback,2011-12-09,2022-09-01,44684.1,16003.94,5,2,67
7047,Surat,No,Standard Plan,Bachelor,Employed,Female,Married,2145.54,16,5,Branch Visit,Agent Contact,Sedan,2015-09-02,,39653.89,7361.23,3,1,69
7048,Mumbai,No,Basic Plan,Master,Self-Employed,Male,Single,2029.24,13,1,Agent Contact,Online Portal,Hatchback,2015-10-23,,8927.14,45683.69,4,1,36
7049,Ahmedabad,No,Standard Plan,Bachelor,Self-Employed,Female,Married,1294.45,60,1,Online Portal,Online Portal,Motorcycle,2016-09-26,,11348.75,22095.55,0,0,74
7050,Chennai,No,Standard Plan,Master,Unemployed,Male,Single,3499.18,121,5,Customer Call Centre,Online Portal,Scooter,2022-04-29,,47272.02,39380.09,0,2,23
7051,Mumbai,No,Standard Plan,Doctorate,Retired,Female,Single,552.93,59,4,Customer Call Centre,Customer Call Centre,SUV,2019-09-06,,35057.22,38592.4,1,2,32
7052,Jaipur,Yes,Basic Plan,Bachelor,Employed,Female,Single,1290.93,72,5,Customer Call Centre,Online Portal,SUV,2020-06-24,2020-02-15,4100.7,32526.04,4,5,34
7053,Delhi,No,Standard Plan,Diploma,Self-Employed,Male,Married,4466.66,3,4,Agent Contact,Online Portal,Hatchback,2012-12-27,,33654.19,48704.01,3,1,31
7054,Bangalore,No,Standard Plan,Bachelor,Employed,Female,Single,2006.0,89,1,Online Portal,Branch Visit,Hatchback,2013-04-20,,31905.29,44926.79,1,2,18
7055,Hyderabad,No,Standard Plan,Doctorate,Self-Employed,Male,Divorced,4735.27,60,2,Online Portal,Agent Contact,Sedan,2015-08-16,,17705.33,49037.02,1,2,25
7056,Bangalore,No,Premium Plan,Bachelor,Retired,Male,Single,2659.25,71,2,Customer Call Centre,Online Portal,Hatchback,2015-10-01,,33322.16,48029.55,0,1,24
7057,Bangalore,No,Basic Plan,Bachelor,Self-Employed,Female,Married,729.35,131,3,Agent Contact,Branch Visit,Hatchback,2021-06-10,,39187.65,3263.52,2,0,23
7058,Pune,No,Premium Plan,Bachelor,Employed,Female,Married,2722.45,104,5,Branch Visit,Customer Call Centre,SUV,2018-02-25,,34822.48,49725.29,2,1,74
7059,Mumbai,No,Standard Plan,Bachelor,Self-Employed,Male,Single,3966.27,17,2,Branch Visit,Agent Contact,Hatchback,2018-01-27,,14048.46,32157.04,5,0,33
7060,Kolkata,No,Premium Plan,Master,Employed,Male,Married,2616.03,19,2,Customer Call Centre,Online Portal,SUV,2023-07-25,,43570.41,3442.34,4,1,43
7061,Mumbai,No,Premium Plan,High School,Employed,Male,Married,3023.19,30,2,Agent Contact,Agent Contact,Scooter,2010-08-09,,12483.33,13309.22,0,1,71
7062,Chennai,No,Premium Plan,Doctorate,Unemployed,Male,Single,4324.23,103,4,Online Portal,Agent Contact,Mini Truck,2020-12-25,,5884.59,28420.67,2,0,18
7063,Bangalore,No,Standard Plan,High School,Self-Employed,Female,Married,1295.57,149,5,Online Portal,Branch Visit,Hatchback,2012-04-23,,20080.88,35627.18,2,0,70
7064,Kanpur,No,Standard Plan,Bachelor,Employed,Male,Single,1788.0,59,3,Online Portal,Branch Visit,Hatchback,2018-03-11,,16858.59,21333.76,2,0,24
7065,Bangalore,No,Premium Plan,Diploma,Retired,Female,Single,2060.96,59,5,Online Portal,Online Portal,Scooter,2012-08-23,,26830.23,28368.71,4,1,67
7066,Bangalore,No,Premium Plan,Bachelor,Employed,Female,Married,2340.58,48,5,Online Portal,Agent Contact,Mini Truck,2020-09-02,,23121.08,43417.79,0,2,50
7067,Mumbai,No,Premium Plan,Master,Self-Employed,Male,Single,3808.37,148,4,Online Portal,Branch Visit,Scooter,2017-11-02,,14160.09,11535.18,4,1,63
7068,Bangalore,No,Standard Plan,Diploma,Self-Employed,Male,Married,2650.57,27,1,Branch Visit,Online Portal,Mini Truck,2019-02-19,,4721.16,20763.85,2,2,68
7069,Jaipur,No,Basic Plan,Bachelor,Employed,Male,Married,2922.66,21,2,Agent Contact,Branch Visit,Scooter,2015-09-14,,14597.07,8367.73,5,1,40
7070,Mumbai,Yes,Standard Plan,Bachelor,Retired,Male,Married,4072.73,102,3,Branch Visit,Agent Contact,Scooter,2017-11-13,2023-09-02,37347.54,21880.55,8,5,19
7071,Bangalore,Yes,Premium Plan,Master,Student,Male,Single,3415.34,70,4,Branch Visit,Branch Visit,Hatchback,2023-11-08,2023-06-10,37690.06,46474.26,3,2,64
7072,Bangalore,No,Standard Plan,Master,Unemployed,Female,Single,1297.13,121,3,Agent Contact,Agent Contact,SUV,2022-08-20,,18716.51,47591.51,0,0,24
7073,Delhi,No,Basic Plan,High School,Employed,Male,Married,2016.04,26,1,Online Portal,Online Portal,Sedan,2010-12-15,,6113.89,40829.62,4,2,59
7074,Pune,No,Premium Plan,Bachelor,Retired,Female,Single,2223.81,125,3,Customer Call Centre,Online Portal,Hatchback,2018-11-12,,15983.86,22776.4,2,0,26
7075,Bangalore,No,Premium Plan,Doctorate,Employed,Male,Single,2571.99,32,5,Online Portal,Branch Visit,Hatchback,2015-02-04,,13871.3,40862.15,4,0,74
7076,Delhi,No,Standard Plan,Master,Employed,Male,Married,4161.27,60,1,Agent Contact,Branch Visit,Scooter,2019-08-12,,27032.07,8581.56,1,1,45
7077,Kolkata,Yes,Standard Plan,Bachelor,Employed,Female,Single,4033.65,22,2,Customer Call Centre,Agent Contact,SUV,2022-05-02,2023-06-11,32504.0,10507.65,9,5,30
7078,Delhi,No,Standard Plan,Diploma,Employed,Male,Married,4910.53,116,4,Customer Call Centre,Agent Contact,Hatchback,2015-05-15,,28566.66,18234.03,2,2,29
7079,Bangalore,No,Premium Plan,Diploma,Self-Employed,Male,Married,3840.07,128,5,Online Portal,Customer Call Centre,Sedan,2019-06-12,,16942.72,11036.92,5,1,71
7080,Bangalore,No,Premium Plan,Bachelor,Student,Male,Married,2706.74,30,1,Online Portal,Branch Visit,Motorcycle,2019-02-12,,2098.19,30658.06,1,1,32
7081,Chennai,No,Standard Plan,Master,Self-Employed,Male,Single,3008.95,114,3,Online Portal,Branch Visit,Sedan,2010-04-27,,7537.76,1161.45,2,0,48
7082,Mumbai,No,Basic Plan,Diploma,Self-Employed,Male,Married,3700.98,112,5,Agent Contact,Online Portal,Hatchback,2013-07-18,,36034.22,1710.61,5,0,43
7083,Pune,No,Standard Plan,High School,Self-Employed,Female,Married,2985.15,72,1,Branch Visit,Agent Contact,Scooter,2019-10-28,,15619.03,8728.59,1,2,36
7084,Chennai,No,Standard Plan,Bachelor,Self-Employed,Male,Widowed,1085.44,30,4,Online Portal,Online Portal,Sedan,2021-08-30,,27890.9,21575.99,0,1,43
7085,Pune,No,Standard Plan,Master,Employed,Female,Single,3885.51,50,5,Branch Visit,Branch Visit,Motorcycle,2015-08-24,,21395.34,16046.07,3,0,22
7086,Kolkata,Yes,Basic Plan,High School,Employed,Female,Single,3255.45,132,4,Online Portal,Agent Contact,SUV,2023-08-09,2023-12-22,11966.11,4160.54,6,2,25
7087,Ahmedabad,No,Standard Plan,Diploma,Employed,Male,Single,1077.15,114,2,Online Portal,Online Portal,SUV,2023-07-16,,33362.82,35899.99,4,0,48
7088,Hyderabad,No,Basic Plan,Bachelor,Employed,Female,Married,644.54,72,1,Online Portal,Online Portal,Motorcycle,2016-01-07,,2919.72,10485.19,0,2,29
7089,Surat,Yes,Premium Plan,Bachelor,Employed,Male,Married,4096.09,40,1,Agent Contact,Branch Visit,Motorcycle,2011-02-16,2013-07-16,22396.33,12108.69,8,2,72
7090,Jaipur,No,Standard Plan,Bachelor,Employed,Male,Single,1386.62,3,4,Online Portal,Online Portal,Hatchback,2014-10-09,,10162.15,9369.21,3,1,24
7091,Pune,No,Standard Plan,Diploma,Self-Employed,Male,Married,3523.27,67,1,Branch Visit,Branch Visit,Sedan,2010-07-13,,32648.58,9207.55,2,2,43
7092,Mumbai,No,Premium Plan,High School,Self-Employed,Male,Married,2480.4,93,4,Customer Call Centre,Online Portal,Sedan,2015-10-09,,28328.38,26108.51,3,0,59
7093,Jaipur,No,Standard Plan,Doctorate,Self-Employed,Male,Single,4759.85,71,5,Agent Contact,Agent Contact,Hatchback,2016-05-20,,47102.65,23901.51,3,0,18
7094,Mumbai,No,Premium Plan,Bachelor,Employed,Male,Single,2026.54,51,3,Online Portal,Online Portal,Hatchback,2020-08-29,,24276.9,48277.88,0,0,66
7095,Mumbai,No,Premium Plan,Diploma,Self-Employed,Male,Married,3952.64,35,4,Online Portal,Branch Visit,Sedan,2019-02-02,,4402.82,15492.14,2,1,28
7096,Delhi,No,Basic Plan,Master,Unemployed,Female,Single,4344.79,76,5,Agent Contact,Agent Contact,Scooter,2012-10-28,,46949.05,2926.22,0,0,28
7097,Chennai,No,Basic Plan,Diploma,Employed,Female,Single,3210.69,7,4,Online Portal,Online Portal,Sedan,2019-09-18,,2510.67,18210.36,1,2,19
7098,Bangalore,No,Premium Plan,Master,Employed,Female,Married,817.87,33,1,Online Portal,Branch Visit,Motorcycle,2020-04-21,,40485.99,47855.6,2,2,23
7099,Delhi,No,Standard Plan,Bachelor,Employed,Male,Married,911.44,3,1,Branch Visit,Agent Contact,Mini Truck,2016-08-17,,33255.93,10118.21,4,1,56
7100,Lucknow,No,Basic Plan,Doctorate,Unemployed,Female,Married,4355.95,121,4,Online Portal,Online Portal,Hatchback,2013-03-10,,8425.46,1713.51,3,1,69
7101,Mumbai,No,Standard Plan,Bachelor,Employed,Female,Single,3157.35,78,4,Customer Call Centre,Agent Contact,SUV,2020-02-16,,46532.95,26025.42,1,2,42
7102,Bangalore,No,Standard Plan,High School,Employed,Female,Widowed,3787.2,80,4,Online Portal,Agent Contact,Hatchback,2011-12-28,,49544.63,12796.16,3,2,28
7103,Mumbai,No,Premium Plan,High School,Employed,Male,Single,3186.95,78,3,Branch Visit,Agent Contact,Hatchback,2023-04-24,,2065.17,45396.4,1,1,51
7104,Jaipur,No,Standard Plan,Master,Self-Employed,Male,Single,4124.2,14,3,Customer Call Centre,Online Portal,Hatchback,2022-10-14,,37402.35,1832.06,2,0,48
7105,Pune,No,Standard Plan,Bachelor,Retired,Female,Married,4284.89,138,2,Agent Contact,Online Portal,SUV,2015-03-31,,3264.49,3634.02,2,2,44
7106,Bangalore,No,Standard Plan,Master,Employed,Male,Single,3051.19,4,5,Customer Call Centre,Branch Visit,Sedan,2021-12-31,,48116.31,45749.44,4,1,21
7107,Mumbai,Yes,Standard Plan,Bachelor,Retired,Female,Married,1097.24,79,4,Online Portal,Agent Contact,SUV,2015-05-09,2015-07-16,34225.19,2804.79,7,3,37
7108,Kolkata,No,Basic Plan,Diploma,Unemployed,Female,Married,1931.54,142,1,Customer Call Centre,Online Portal,Motorcycle,2014-08-15,,9271.18,25189.39,2,2,36
7109,Kolkata,No,Basic Plan,Master,Student,Male,Married,2231.92,121,3,Branch Visit,Branch Visit,Sedan,2017-01-15,,14291.2,28097.76,3,0,19
7110,Mumbai,No,Basic Plan,Doctorate,Employed,Male,Divorced,1884.48,54,1,Online Portal,Branch Visit,Sedan,2011-06-24,,37205.78,28690.35,2,0,18
7111,Mumbai,No,Basic Plan,Diploma,Self-Employed,Male,Married,4513.21,69,4,Agent Contact,Online Portal,Mini Truck,2018-06-16,,18603.58,3759.64,3,1,75
7112,Chennai,No,Standard Plan,Diploma,Retired,Male,Married,1917.2,82,4,Customer Call Centre,Branch Visit,SUV,2014-01-16,,46220.02,14627.21,0,2,43
7113,Surat,No,Basic Plan,Bachelor,Employed,Female,Single,4776.61,45,1,Agent Contact,Branch Visit,Motorcycle,2016-04-27,,18093.99,22524.98,0,2,27
7114,Mumbai,Yes,Standard Plan,Master,Employed,Female,Single,1344.31,99,3,Online Portal,Online Portal,SUV,2017-09-09,2019-07-30,13707.48,13316.26,5,4,26
7115,Bangalore,No,Premium Plan,Bachelor,Employed,Male,Married,1575.43,16,5,Online Portal,Online Portal,Sedan,2013-09-05,,32335.87,16100.44,3,1,66
7116,Delhi,No,Premium Plan,Diploma,Employed,Female,Single,1795.73,129,5,Online Portal,Customer Call Centre,SUV,2018-12-07,,15723.83,44163.53,2,2,56
7117,Kanpur,No,Basic Plan,Bachelor,Employed,Female,Married,755.48,3,4,Agent Contact,Branch Visit,Scooter,2015-02-22,,29562.86,45523.6,3,2,32
7118,Nagpur,No,Basic Plan,Bachelor,Self-Employed,Male,Single,2944.01,60,4,Branch Visit,Customer Call Centre,Sedan,2012-12-23,,41832.63,16705.78,5,2,34
7119,Delhi,No,Standard Plan,Master,Unemployed,Female,Divorced,527.13,105,3,Branch Visit,Customer Call Centre,Motorcycle,2011-11-29,,32258.77,5198.19,1,1,27
7120,Delhi,No,Standard Plan,Bachelor,Retired,Female,Single,3266.08,113,4,Branch Visit,Agent Contact,Sedan,2016-05-14,,34576.98,8428.17,5,1,64
7121,Delhi,Yes,Basic Plan,Master,Employed,Male,Married,936.89,28,1,Online Portal,Online Portal,Sedan,2023-05-10,2023-01-15,7251.32,14633.34,7,5,33
7122,Nagpur,No,Standard Plan,Doctorate,Employed,Male,Single,4976.38,19,3,Customer Call Centre,Agent Contact,Hatchback,2023-03-27,,26806.86,25993.43,2,0,22
7123,Chennai,No,Premium Plan,Doctorate,Student,Female,Married,4093.46,70,4,Online Portal,Agent Contact,Scooter,2013-06-09,,8006.34,48268.54,4,1,61
7124,Mumbai,No,Premium Plan,Master,Self-Employed,Male,Married,1633.47,140,1,Online Portal,Branch Visit,SUV,2011-07-30,,12000.98,38308.36,3,1,34
7125,Pune,No,Standard Plan,Master,Self-Employed,Female,Married,1140.08,48,4,Online Portal,Branch Visit,SUV,2017-07-20,,27638.55,36149.09,2,2,68
7126,Mumbai,No,Basic Plan,Bachelor,Student,Male,Divorced,989.1,41,1,Branch Visit,Branch Visit,Scooter,2018-08-11,,16786.22,25897.52,0,1,64
7127,Nagpur,No,Premium Plan,Bachelor,Student,Male,Single,4358.63,97,1,Branch Visit,Customer Call Centre,Scooter,2010-06-04,,27328.85,15845.55,0,2,40
7128,Surat,No,Standard Plan,Bachelor,Employed,Female,Single,2347.13,93,4,Customer Call Centre,Branch Visit,Hatchback,2023-08-05,,45865.55,34913.62,3,2,20
7129,Kolkata,No,Standard Plan,Bachelor,Employed,Female,Single,4398.42,52,2,Agent Contact,Branch Visit,Hatchback,2018-03-19,,21633.49,48478.7,4,1,29
7130,Pune,No,Standard Plan,Bachelor,Employed,Male,Married,4035.19,121,4,Agent Contact,Branch Visit,Scooter,2018-07-05,,18519.92,45111.96,1,2,39
7131,Hyderabad,No,Standard Plan,Bachelor,Self-Employed,Male,Single,545.95,81,1,Online Portal,Online Portal,Motorcycle,2012-08-15,,42371.33,49184.26,3,1,51
7132,Ahmedabad,No,Basic Plan,Bachelor,Self-Employed,Female,Married,3247.18,117,5,Agent Contact,Online Portal,Scooter,2013-03-27,,2659.14,3397.49,1,0,63
7133,Ahmedabad,No,Premium Plan,Bachelor,Employed,Female,Married,2132.35,124,3,Agent Contact,Agent Contact,Scooter,2015-10-15,,24204.71,41277.04,5,0,46
7134,Lucknow,No,Standard Plan,Bachelor,Unemployed,Female,Married,3101.0,90,3,Agent Contact,Agent Contact,SUV,2018-03-24,,11820.44,39506.87,3,0,23
7135,Delhi,Yes,Basic Plan,Bachelor,Employed,Male,Single,4633.84,142,3,Customer Call Centre,Branch Visit,Scooter,2022-06-18,2023-11-10,20509.06,14826.73,4,3,54
7136,Mumbai,No,Premium Plan,Bachelor,Retired,Male,Divorced,4880.45,33,5,Branch Visit,Online Portal,Motorcycle,2018-11-28,,27314.87,24888.55,2,2,20
7137,Bangalore,No,Premium Plan,High School,Employed,Female,Widowed,4082.22,105,5,Online Portal,Agent Contact,Sedan,2015-04-13,,13561.2,35300.71,1,0,24
7138,Chennai,No,Standard Plan,Bachelor,Self-Employed,Female,Married,2896.75,80,5,Online Portal,Online Portal,Sedan,2023-03-12,,10029.16,32126.44,3,1,36
7139,Mumbai,No,Premium Plan,High School,Self-Employed,Female,Single,4356.93,18,1,Customer Call Centre,Online Portal,Sedan,2015-07-28,,9183.61,9175.26,1,0,56
7140,Ahmedabad,No,Standard Plan,Bachelor,Employed,Female,Single,2530.65,10,2,Agent Contact,Online Portal,Hatchback,2012-06-09,,32520.04,2461.63,4,1,40
7141,Lucknow,No,Premium Plan,Master,Self-Employed,Female,Single,3578.56,50,2,Branch Visit,Online Portal,Sedan,2023-02-03,,29418.72,29750.89,3,2,36
7142,Mumbai,No,Standard Plan,Diploma,Self-Employed,Female,Single,2077.24,84,1,Branch Visit,Customer Call Centre,Hatchback,2011-09-03,,24589.71,17046.15,1,0,38
7143,Chennai,No,Standard Plan,Bachelor,Employed,Male,Widowed,1167.84,15,4,Branch Visit,Branch Visit,Sedan,2023-12-27,,40894.64,16366.32,0,0,54
7144,Bangalore,No,Basic Plan,Bachelor,Retired,Male,Married,2156.17,74,3,Online Portal,Branch Visit,Scooter,2018-10-13,,19821.41,43677.34,0,1,50
7145,Bangalore,Yes,Basic Plan,Bachelor,Employed,Male,Married,4646.66,46,2,Customer Call Centre,Agent Contact,Hatchback,2021-07-06,2021-07-26,6220.42,34096.86,8,5,22
7146,Delhi,No,Premium Plan,Master,Employed,Female,Married,3377.13,5,2,Online Portal,Agent Contact,Scooter,2013-06-28,,46175.89,13267.87,5,1,62
7147,Delhi,Yes,Premium Plan,Bachelor,Employed,Female,Married,2722.73,55,2,Agent Contact,Online Portal,Mini Truck,2022-04-30,2022-01-29,46679.39,17809.93,8,4,60
7148,Mumbai,No,Premium Plan,Master,Self-Employed,Female,Widowed,564.95,131,1,Online Portal,Branch Visit,SUV,2017-10-25,,29069.89,1608.92,2,1,23
7149,Bangalore,No,Premium Plan,Bachelor,Self-Employed,Female,Single,2856.02,13,3,Online Portal,Online Portal,Scooter,2016-08-05,,9008.57,37879.75,5,1,41
7150,Delhi,No,Standard Plan,Bachelor,Employed,Male,Single,4961.27,75,3,Agent Contact,Agent Contact,Hatchback,2022-02-21,,4358.3,30532.24,4,1,19
7151,Mumbai,No,Standard Plan,Bachelor,Employed,Female,Single,4270.77,8,3,Online Portal,Agent Contact,SUV,2018-11-20,,13069.37,21575.08,5,1,37
7152,Bangalore,Yes,Standard Plan,Bachelor,Student,Male,Married,4595.28,143,5,Online Portal,Online Portal,Motorcycle,2011-12-21,2011-01-26,13176.67,16154.87,10,3,58
7153,Surat,No,Basic Plan,Diploma,Employed,Male,Married,1963.04,119,3,Online Portal,Online Portal,Sedan,2015-04-17,,49358.36,44633.48,3,2,22
7154,Delhi,No,Premium Plan,Master,Employed,Male,Single,1499.3,77,5,Branch Visit,Branch Visit,Sedan,2010-10-01,,13522.1,46538.88,3,1,41
7155,Ahmedabad,No,Standard Plan,Master,Employed,Male,Single,3622.27,64,3,Branch Visit,Agent Contact,Scooter,2021-09-09,,3603.06,33973.38,0,2,70
7156,Pune,No,Standard Plan,Bachelor,Employed,Female,Single,2875.09,56,4,Customer Call Centre,Agent Contact,Hatchback,2020-02-10,,20181.12,32799.38,0,1,63
7157,Delhi,No,Premium Plan,Bachelor,Employed,Female,Single,2096.99,67,5,Agent Contact,Agent Contact,Sedan,2011-06-26,,37301.31,36176.06,3,1,27
7158,Pune,No,Standard Plan,High School,Retired,Female,Married,700.87,42,5,Customer Call Centre,Customer Call Centre,SUV,2015-09-02,,36271.63,28040.22,5,2,30
7159,Kolkata,No,Standard Plan,Master,Employed,Male,Single,3525.76,147,3,Customer Call Centre,Online Portal,Sedan,2017-12-11,,39310.88,11972.71,4,0,26
7160,Delhi,No,Premium Plan,Master,Self-Employed,Female,Married,3315.32,147,3,Online Portal,Agent Contact,Sedan,2010-10-14,,44530.89,34895.08,5,2,54
7161,Hyderabad,No,Premium Plan,Bachelor,Self-Employed,Female,Married,3702.14,121,4,Online Portal,Online Portal,Hatchback,2011-10-03,,38024.47,35028.02,3,0,29
7162,Pune,No,Standard Plan,Master,Unemployed,Female,Married,723.76,66,2,Customer Call Centre,Agent Contact,Sedan,2018-11-09,,23529.62,27215.35,5,2,75
7163,Jaipur,Yes,Premium Plan,Bachelor,Employed,Female,Widowed,3958.88,96,1,Online Portal,Agent Contact,Hatchback,2023-01-13,2023-09-13,2105.73,18145.67,4,4,67
7164,Chennai,No,Standard Plan,High School,Self-Employed,Male,Divorced,4022.61,54,4,Agent Contact,Branch Visit,Sedan,2022-09-07,,46317.51,37465.12,4,1,27
7165,Hyderabad,No,Basic Plan,Master,Self-Employed,Male,Married,4051.47,90,1,Agent Contact,Online Portal,Scooter,2015-04-26,,10835.54,33024.73,0,1,68
7166,Jaipur,No,Basic Plan,Bachelor,Employed,Female,Single,4074.76,98,3,Branch Visit,Branch Visit,Hatchback,2010-05-20,,49418.87,29902.7,4,0,46
7167,Jaipur,No,Standard Plan,Master,Employed,Female,Married,1384.42,137,1,Agent Contact,Online Portal,Sedan,2019-10-29,,40458.36,31453.15,1,1,40
7168,Bangalore,No,Premium Plan,Bachelor,Self-Employed,Female,Single,4153.43,134,5,Agent Contact,Online Portal,Sedan,2022-11-27,,22517.09,44270.6,2,0,25
7169,Pune,No,Standard Plan,Diploma,Self-Employed,Female,Married,4989.21,65,1,Online Portal,Customer Call Centre,Hatchback,2015-04-24,,21421.62,47590.25,3,0,39
7170,Hyderabad,No,Premium Plan,High School,Employed,Male,Married,2888.26,124,1,Online Portal,Agent Contact,Sedan,2020-11-13,,46390.24,2983.9,2,0,48
7171,Ahmedabad,No,Standard Plan,Bachelor,Self-Employed,Female,Single,2634.5,91,4,Online Portal,Online Portal,SUV,2013-07-27,,41963.68,6809.99,5,1,51
7172,Chennai,No,Standard Plan,Master,Employed,Female,Married,1757.27,102,4,Agent Contact,Online Portal,Sedan,2015-06-17,,22447.27,11252.96,1,2,73
7173,Lucknow,No,Basic Plan,Bachelor,Employed,Female,Married,3700.84,30,3,Agent Contact,Online Portal,SUV,2013-05-31,,31052.48,26521.49,0,1,71
7174,Ahmedabad,No,Standard Plan,Bachelor,Employed,Female,Married,1677.86,126,1,Online Portal,Agent Contact,Sedan,2013-04-11,,49426.1,10748.3,0,1,22
7175,Delhi,No,Premium Plan,Diploma,Employed,Female,Single,4482.26,103,5,Agent Contact,Branch Visit,Hatchback,2014-11-16,,36855.96,2874.78,3,1,45
7176,Kolkata,No,Standard Plan,Master,Employed,Male,Married,2413.76,3,4,Branch Visit,Customer Call Centre,SUV,2014-09-16,,43283.78,24619.23,1,2,45
7177,Kolkata,Yes,Standard Plan,Bachelor,Self-Employed,Male,Married,2795.02,11,5,Customer Call Centre,Agent Contact,SUV,2019-01-21,2021-09-18,33976.98,11920.6,6,2,58
7178,Chennai,Yes,Standard Plan,Master,Self-Employed,Male,Married,1199.94,80,1,Agent Contact,Online Portal,Sedan,2023-02-23,2023-06-21,17233.3,38974.92,5,5,22
7179,Delhi,No,Premium Plan,Doctorate,Employed,Male,Married,706.52,69,2,Branch Visit,Branch Visit,SUV,2021-06-02,,2358.27,15423.96,5,1,60
7180,Chennai,No,Premium Plan,Master,Employed,Female,Married,4962.87,102,5,Agent Contact,Online Portal,Motorcycle,2012-01-02,,17224.35,9020.09,2,2,75
7181,Pune,Yes,Standard Plan,Doctorate,Unemployed,Male,Married,521.9,130,3,Online Portal,Branch Visit,Scooter,2014-08-22,2016-07-16,15382.07,49943.04,7,4,70
7182,Lucknow,No,Premium Plan,Master,Employed,Male,Married,4165.84,130,5,Customer Call Centre,Agent Contact,Scooter,2012-09-05,,48049.2,32197.74,2,1,54
7183,Mumbai,No,Standard Plan,Master,Self-Employed,Female,Single,944.37,146,4,Online Portal,Agent Contact,SUV,2014-08-28,,49936.15,15649.65,4,2,74
7184,Ahmedabad,No,Standard Plan,Bachelor,Self-Employed,Male,Widowed,2961.43,128,2,Online Portal,Agent Contact,Mini Truck,2011-12-13,,39921.41,21252.8,3,1,65
7185,Ahmedabad,No,Premium Plan,Master,Retired,Male,Single,3964.5,10,5,Customer Call Centre,Online Portal,Scooter,2010-04-05,,13591.82,44908.86,5,2,24
7186,Jaipur,No,Basic Plan,Diploma,Employed,Female,Divorced,4019.65,132,2,Customer Call Centre,Online Portal,Sedan,2020-08-06,,34109.41,35541.84,4,1,53
7187,Ahmedabad,No,Premium Plan,Diploma,Employed,Female,Married,2150.97,150,3,Online Portal,Online Portal,Sedan,2019-07-10,,23900.37,25200.44,0,1,41
7188,Ahmedabad,Yes,Premium Plan,Bachelor,Student,Male,Widowed,1347.2,28,3,Online Portal,Branch Visit,Hatchback,2018-09-30,2018-11-15,31916.28,31088.15,6,4,33
7189,Delhi,No,Standard Plan,Master,Self-Employed,Female,Single,2296.7,146,4,Agent Contact,Branch Visit,SUV,2013-07-07,,12357.41,16271.26,5,2,45
7190,Kolkata,No,Standard Plan,Bachelor,Self-Employed,Female,Single,2458.26,149,3,Online Portal,Agent Contact,Sedan,2019-03-26,,10041.01,13660.46,1,1,58
7191,Mumbai,No,Premium Plan,Master,Employed,Male,Single,1936.83,111,5,Agent Contact,Online Portal,Hatchback,2015-12-17,,7192.43,25211.18,1,0,58
7192,Ahmedabad,No,Standard Plan,Diploma,Employed,Female,Divorced,4402.97,4,5,Agent Contact,Online Portal,Sedan,2019-05-07,,39311.72,22807.54,3,0,50
7193,Delhi,Yes,Standard Plan,Diploma,Employed,Female,Single,2293.41,28,4,Online Portal,Online Portal,Scooter,2015-06-02,2019-08-12,42070.02,29964.49,7,3,43
7194,Ahmedabad,No,Basic Plan,Bachelor,Employed,Male,Married,4050.76,55,4,Online Portal,Customer Call Centre,Sedan,2012-05-29,,8448.13,43872.11,0,1,28
7195,Bangalore,No,Basic Plan,Doctorate,Retired,Male,Married,712.3,65,4,Online Portal,Online Portal,Scooter,2021-12-25,,21465.17,44346.48,3,0,41
7196,Bangalore,No,Standard Plan,Master,Employed,Female,Single,1548.54,29,1,Online Portal,Customer Call Centre,SUV,2023-09-05,,41389.86,3801.38,0,0,71
7197,Delhi,No,Standard Plan,Master,Employed,Female,Married,2716.23,150,3,Agent Contact,Branch Visit,Hatchback,2014-10-27,,2747.35,47951.42,4,2,44
7198,Nagpur,No,Standard Plan,Diploma,Self-Employed,Female,Married,2785.56,38,1,Online Portal,Agent Contact,Sedan,2019-10-08,,27059.38,22093.01,1,1,75
7199,Pune,No,Standard Plan,Diploma,Self-Employed,Female,Married,4333.69,52,1,Agent Contact,Online Portal,Sedan,2014-03-02,,39482.65,5325.91,2,0,70
7200,Chennai,No,Premium Plan,Diploma,Employed,Female,Married,2623.57,94,5,Customer Call Centre,Agent Contact,Sedan,2012-11-30,,29371.66,37250.07,2,0,57
