Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,premium_amount,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Discount_Availed,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Customer_Join_Date,Policy_Start_Date,Vehicle_Age,Vehicle_Type,Last_Claim_Date,Last_Payment_Date,Churn
8138,21,Male,Divorced,Metro,Bachelor,Self-Employed,Third-Party,5558.99,1,2,1,363056.89,4,0,4,0,Email,Net Banking,6.0,18,10,2020-06-25,2022-09-25,1,SUV,2018-03-26,2023-12-04,0
8139,42,Female,Divorced,Metro,Master,Self-Employed,Comprehensive,1339.01,3,8,0,252746.89,3,1,3,3,SMS,UPI,2.0,4,7,2021-04-14,2023-04-13,0,Hatchback,2015-12-21,2023-08-23,1
8140,29,Male,Divorced,Urban,Bachelor,Retired,Third-Party,4100.11,3,8,0,493319.58,1,1,3,2,Email,Credit Card,1.0,8,0,2018-08-22,2019-07-19,4,Hatchback,2022-02-09,2019-07-13,0
8141,57,Female,Single,Metro,Bachelor,Employed,Comprehensive,5628.09,1,3,2,335097.01,3,1,2,1,SMS,Cash,0.0,8,18,2017-11-14,2020-02-14,3,Sedan,2023-03-06,2021-10-19,1
8142,44,Male,Married,Metro,Master,Employed,Comprehensive,5659.14,1,3,2,62187.09,0,0,2,1,Phone,Net Banking,9.0,1,2,2017-10-24,2022-04-13,1,Sedan,2022-01-07,2022-06-14,0
8143,59,Female,Single,Metro,High School,Employed,Comprehensive,8375.67,1,1,4,383838.28,3,0,1,1,Email,Net Banking,5.0,16,6,2019-11-25,2022-11-16,1,Hatchback,2015-10-12,2023-10-23,0
8144,72,Male,Divorced,Urban,High School,Employed,Third-Party,8210.08,3,6,2,356066.2,0,0,3,3,Phone,UPI,4.0,25,9,2017-01-14,2017-08-23,3,Sedan,,2019-08-23,0
8145,21,Male,Divorced,Rural,Bachelor,Employed,Comprehensive,3543.7,1,0,4,171147.09,3,0,1,0,Agent,Cash,3.0,28,1,2021-02-11,2022-06-06,1,Sedan,2015-11-16,2023-07-04,0
8146,20,Male,Single,Urban,Bachelor,Employed,Zero Depreciation,3709.4,1,4,4,439158.74,1,0,3,2,Email,Cash,,26,1,2019-10-17,2023-07-23,0,SUV,2016-11-01,2023-07-22,1
8147,54,Female,Single,Urban,Bachelor,Self-Employed,Zero Depreciation,9834.98,1,1,2,243777.5,4,0,5,1,Email,Credit Card,8.0,8,2,2015-11-22,2019-11-26,0,SUV,,2022-10-21,0
8148,36,Female,Divorced,Metro,Master,Employed,Zero Depreciation,4523.37,1,8,0,310566.67,1,0,1,2,Email,Cash,3.0,2,11,2020-02-07,2021-12-13,2,Sedan,2020-06-20,2021-07-03,0
8149,27,Female,Married,Metro,Bachelor,Employed,Zero Depreciation,2285.42,1,6,3,472592.7,4,1,1,3,Agent,UPI,3.0,9,0,2018-12-04,2022-02-12,1,Hatchback,,2023-09-26,0
8150,73,Male,Single,Metro,Bachelor,Employed,Comprehensive,6912.45,1,9,4,304375.39,2,1,1,2,Phone,UPI,0.0,3,6,2018-11-18,2020-12-18,3,Hatchback,2020-10-16,2020-11-18,0
8151,38,Male,Divorced,Rural,High School,Self-Employed,Comprehensive,3191.64,5,3,2,393361.71,1,0,1,2,Email,Net Banking,7.0,21,11,2015-01-09,2022-09-18,1,Electric,,2023-12-26,0
8152,22,Male,Divorced,Metro,Bachelor,Student,Comprehensive,6430.48,5,2,2,371389.41,4,0,1,1,Email,UPI,,24,0,2018-12-28,2023-02-22,0,SUV,2022-03-04,2023-09-18,1
8153,38,Male,Married,Rural,Master,Employed,Third-Party,8391.52,5,5,0,246718.27,4,0,2,3,Phone,UPI,2.0,17,1,2017-02-27,2022-05-04,1,Hatchback,2019-01-17,2022-11-26,0
8154,41,Male,Divorced,Metro,Bachelor,Self-Employed,Comprehensive,2562.93,5,7,0,230800.69,1,1,4,0,Phone,Credit Card,4.0,12,13,2016-03-28,2018-05-11,5,Sedan,2020-11-20,2021-01-01,0
8155,37,Male,Single,Urban,High School,Employed,Third-Party,5064.71,1,5,1,127885.15,0,0,2,0,SMS,Cash,9.0,27,18,2017-02-27,2023-03-26,0,Hatchback,2021-01-13,2023-11-07,0
8156,64,Female,Divorced,Rural,Bachelor,Employed,Third-Party,4446.54,1,9,1,215065.21,4,0,4,2,Phone,Net Banking,2.0,8,2,2017-02-12,2020-08-02,3,Hatchback,2019-02-19,2023-02-28,0
8157,34,Female,Divorced,Metro,Bachelor,Self-Employed,Comprehensive,9994.48,1,2,2,50725.41,1,1,4,0,Email,Cash,6.0,19,2,2019-09-22,2021-01-26,2,Sedan,2018-04-25,2021-02-06,0
8158,41,Female,Divorced,Urban,Bachelor,Employed,Third-Party,7404.69,1,2,2,322833.4,2,0,5,3,Email,UPI,3.0,11,19,2016-12-12,2023-06-11,0,Sedan,2020-06-06,2023-10-26,0
8159,59,Male,Divorced,Metro,Bachelor,Self-Employed,Comprehensive,1741.32,1,4,5,119565.25,4,0,5,2,SMS,Credit Card,9.0,18,10,2017-07-18,2017-06-14,3,SUV,,2021-02-20,0
8160,20,Female,Married,Metro,Bachelor,Self-Employed,Zero Depreciation,3057.37,3,9,3,438087.78,0,0,2,3,Email,Cash,8.0,15,9,2021-09-16,2021-05-10,0,Sedan,2017-08-15,2022-09-15,0
8161,34,Male,Single,Metro,Bachelor,Self-Employed,Third-Party,2415.34,5,2,5,55164.25,3,0,4,0,Email,UPI,1.0,27,16,2021-05-01,2023-02-18,0,Sedan,,2023-06-28,1
8162,40,Male,Divorced,Rural,Bachelor,Employed,Comprehensive,1137.02,5,0,5,85314.39,4,0,3,2,Phone,Net Banking,3.0,18,14,2016-10-04,2022-08-17,1,Sedan,2022-02-19,2022-02-04,0
8163,63,Female,Single,Metro,Master,Retired,Comprehensive,3842.66,3,3,3,18705.68,1,0,4,2,Phone,UPI,6.0,14,16,2020-05-18,2022-01-04,1,SUV,2023-05-20,2023-03-17,0
8164,72,Male,Married,Metro,Master,Retired,Zero Depreciation,3920.11,1,2,0,133952.5,1,1,3,0,SMS,UPI,7.0,21,4,2015-07-10,2018-10-04,5,SUV,2018-05-03,2022-11-23,0
8165,53,Male,Single,Rural,High School,Retired,Comprehensive,3114.94,1,5,2,82782.76,4,1,1,0,SMS,Cash,6.0,24,7,2019-03-27,2023-04-17,0,SUV,2021-04-07,2023-11-06,0
8166,73,Male,Married,Metro,Bachelor,Employed,Comprehensive,5977.92,1,4,2,75483.01,0,0,3,3,Agent,Cash,2.0,26,2,2015-01-26,2022-01-15,1,Electric,2023-09-07,2022-10-27,0
8167,31,Male,Single,Metro,Bachelor,Employed,Comprehensive,2966.05,5,1,2,243537.88,3,0,5,3,Email,UPI,1.0,1,1,2021-03-19,2022-12-03,1,SUV,2018-10-23,2023-02-19,0
8168,67,Male,Single,Rural,High School,Employed,Zero Depreciation,9469.59,5,1,3,45631.16,1,1,3,0,Phone,Cash,9.0,21,6,2022-08-21,2023-03-01,0,Hatchback,2018-01-25,2023-12-26,0
8169,35,Female,Divorced,Metro,Master,Employed,Third-Party,7592.16,1,9,4,148808.59,1,0,1,1,SMS,Cash,4.0,9,12,2022-04-27,2022-04-09,0,Sedan,2019-12-13,2022-03-02,0
8170,55,Female,Single,Metro,High School,Employed,Comprehensive,2092.61,5,1,4,241303.91,2,1,2,0,Email,Credit Card,2.0,18,5,2020-09-11,2022-04-18,1,Electric,,2023-10-24,0
8171,51,Male,Divorced,Rural,Bachelor,Employed,Third-Party,3419.75,3,7,1,179628.76,1,0,5,2,Agent,Credit Card,9.0,10,17,2021-11-13,2023-03-18,0,Electric,2021-04-16,2023-02-20,1
8172,24,Male,Divorced,Metro,High School,Employed,Zero Depreciation,9841.94,1,1,4,312683.98,4,0,2,1,Agent,UPI,1.0,8,4,2019-07-24,2019-05-01,3,Sedan,2017-08-16,2021-12-16,1
8173,46,Female,Single,Metro,Bachelor,Employed,Comprehensive,2801.67,1,0,5,183262.68,1,1,1,2,Email,Credit Card,,26,16,2019-12-04,2021-07-06,2,Sedan,,2022-02-08,0
8174,38,Female,Divorced,Metro,High School,Employed,Comprehensive,2052.61,1,5,1,85856.1,2,0,2,3,SMS,Credit Card,1.0,12,19,2021-12-05,2022-08-18,1,Hatchback,2023-02-28,2023-10-14,0
8175,65,Female,Single,Urban,Bachelor,Retired,Comprehensive,3090.86,1,4,4,455533.54,4,1,1,1,Agent,UPI,8.0,20,13,2018-05-22,2021-11-24,2,Hatchback,2023-10-15,2023-05-26,0
8176,42,Male,Divorced,Metro,High School,Retired,Comprehensive,7424.71,1,2,1,248903.09,4,1,4,0,Email,Cash,9.0,8,4,2017-02-20,2018-06-27,5,Hatchback,2023-05-16,2022-04-06,1
8177,35,Female,Divorced,Metro,High School,Self-Employed,Comprehensive,5660.86,1,3,0,458970.78,1,0,4,1,Email,Credit Card,7.0,3,6,2017-12-14,2020-03-07,0,Electric,2019-07-03,2021-02-06,0
8178,62,Female,Married,Metro,Master,Retired,Comprehensive,1608.08,5,9,0,259522.47,3,0,1,3,Email,UPI,5.0,25,1,2017-03-03,2020-11-06,3,Hatchback,2017-08-11,2020-02-02,1
8179,71,Male,Married,Metro,High School,Employed,Comprehensive,4256.07,3,7,3,186228.82,0,0,4,2,SMS,Cash,3.0,15,17,2018-03-01,2021-04-08,2,Hatchback,,2022-05-21,0
8180,55,Male,Single,Urban,Bachelor,Employed,Third-Party,1779.58,1,1,3,366860.96,2,0,1,2,Phone,Net Banking,,6,5,2019-12-03,2019-09-22,0,Hatchback,,2022-08-09,1
8181,67,Female,Divorced,Metro,Bachelor,Employed,Zero Depreciation,3616.14,1,4,2,24986.69,2,0,2,2,Email,Cash,,7,8,2015-05-06,2015-04-10,8,SUV,2021-01-26,2023-08-18,0
8182,25,Male,Married,Urban,High School,Self-Employed,Comprehensive,2538.66,1,4,5,228414.72,0,0,4,1,SMS,Cash,8.0,24,17,2019-09-07,2021-05-10,2,SUV,2018-07-28,2022-03-03,0
8183,34,Female,Married,Urban,High School,Self-Employed,Comprehensive,2985.17,1,3,0,74971.98,2,1,1,0,Email,UPI,1.0,6,16,2016-05-24,2022-11-17,1,Electric,,2022-01-20,0
8184,46,Female,Married,Metro,High School,Employed,Zero Depreciation,8003.46,1,1,3,149155.64,4,0,1,1,Email,UPI,2.0,26,3,2022-09-19,2023-04-25,0,Sedan,,2023-11-04,0
8185,33,Male,Divorced,Metro,Bachelor,Retired,Comprehensive,8051.48,3,4,1,422591.98,3,1,3,1,Agent,Cash,4.0,12,9,2016-02-16,2018-02-24,5,Hatchback,2022-07-12,2019-11-23,0
8186,69,Male,Single,Metro,Master,Retired,Zero Depreciation,7591.74,1,0,0,131749.68,2,1,5,1,SMS,UPI,0.0,17,13,2022-03-27,2022-10-11,1,SUV,,2022-07-08,0
8187,38,Female,Divorced,Metro,Master,Employed,Comprehensive,7194.24,1,5,0,218755.62,1,0,1,1,Phone,Cash,7.0,4,7,2021-10-20,2022-10-13,1,SUV,2017-09-21,2023-07-19,1
8188,59,Male,Divorced,Urban,Master,Employed,Comprehensive,3206.49,3,3,1,107848.59,1,0,3,1,Agent,Credit Card,8.0,24,19,2019-10-23,2023-07-04,0,Electric,,2023-07-05,0
8189,33,Male,Married,Urban,Bachelor,Student,Third-Party,4966.61,1,5,1,268295.23,1,1,4,0,Email,UPI,,27,1,2016-11-06,2023-08-26,0,Sedan,2022-03-03,2023-04-10,0
8190,60,Male,Divorced,Metro,Master,Employed,Comprehensive,5140.41,3,7,0,58090.8,0,0,5,2,Phone,Credit Card,9.0,22,18,2018-02-24,2023-11-07,0,Hatchback,,2023-02-18,1
8191,29,Male,Divorced,Urban,Bachelor,Employed,Third-Party,5813.72,1,5,5,301595.73,0,0,5,0,Phone,Credit Card,5.0,11,0,2015-01-08,2015-08-19,8,SUV,,2017-06-26,1
8192,22,Male,Married,Rural,Bachelor,Employed,Comprehensive,8707.12,3,5,5,321490.63,4,1,3,3,SMS,Cash,0.0,16,6,2021-07-14,2021-10-20,2,Electric,,2023-06-07,1
8193,45,Male,Married,Metro,Bachelor,Employed,Third-Party,8997.63,1,6,2,126525.64,1,0,3,1,Phone,UPI,8.0,20,7,2015-12-23,2016-12-28,3,Electric,2017-06-03,2020-07-07,0
8194,26,Male,Divorced,Metro,High School,Self-Employed,Comprehensive,2944.47,1,0,0,154193.06,3,0,2,1,Email,Net Banking,1.0,16,4,2017-12-01,2022-10-20,1,SUV,,2022-02-02,0
8195,52,Female,Married,Urban,Master,Employed,Comprehensive,4887.95,3,9,0,436284.66,1,1,5,2,Email,UPI,0.0,5,13,2015-01-12,2023-05-13,0,Electric,,2023-02-06,0
8196,51,Male,Single,Metro,High School,Retired,Zero Depreciation,2332.22,3,9,2,238910.17,3,0,3,0,Phone,Credit Card,5.0,8,6,2018-12-06,2021-07-03,2,Sedan,2018-10-01,2021-04-14,1
8197,44,Female,Single,Urban,Bachelor,Retired,Comprehensive,6833.58,1,6,0,210135.97,2,0,5,3,Email,Net Banking,8.0,3,15,2020-04-18,2023-01-20,0,Electric,2016-04-21,2023-06-17,0
8198,24,Male,Single,Rural,Bachelor,Self-Employed,Comprehensive,6148.63,1,7,1,275095.91,3,1,4,0,SMS,UPI,7.0,20,15,2021-04-28,2023-06-04,0,Sedan,,2023-09-09,0
8199,39,Female,Single,Metro,High School,Retired,Third-Party,8657.44,1,5,4,340498.01,4,0,1,1,SMS,Cash,,17,13,2016-01-11,2017-01-07,6,Sedan,,2020-08-06,0
8200,33,Male,Single,Rural,High School,Employed,Third-Party,5670.03,1,8,1,356399.9,2,1,5,3,SMS,Cash,8.0,7,2,2015-06-26,2020-07-24,3,SUV,2016-08-10,2022-10-28,0
8201,39,Female,Married,Metro,Bachelor,Employed,Comprehensive,8029.83,1,1,2,372688.86,1,1,5,0,Agent,Cash,9.0,18,14,2017-05-08,2018-06-16,5,Sedan,2021-08-03,2018-09-19,0
8202,25,Male,Married,Metro,Master,Employed,Third-Party,3862.81,1,6,2,124180.89,0,0,2,2,SMS,Credit Card,2.0,22,17,2018-09-23,2023-07-05,0,Sedan,2021-01-07,2023-03-02,1
8203,47,Female,Single,Metro,Bachelor,Retired,Zero Depreciation,7248.28,5,1,2,196847.67,3,0,1,2,Email,Net Banking,4.0,26,14,2015-06-18,2016-01-24,6,Hatchback,2021-10-14,2017-08-01,0
8204,42,Male,Single,Metro,Bachelor,Student,Comprehensive,1361.45,3,7,0,460663.0,2,0,5,1,Agent,Cash,7.0,10,17,2017-07-27,2022-10-02,1,Sedan,2020-05-13,2022-09-20,1
8205,70,Male,Single,Urban,High School,Employed,Third-Party,2363.74,1,6,5,245181.37,0,0,1,2,Email,Cash,4.0,4,10,2017-11-25,2018-09-01,5,SUV,,2023-04-24,0
8206,36,Female,Married,Metro,Bachelor,Employed,Zero Depreciation,5022.72,5,3,2,45121.23,1,0,3,2,Email,Cash,2.0,24,11,2015-01-15,2020-08-25,3,Sedan,2020-12-26,2021-12-15,1
8207,64,Female,Married,Urban,High School,Employed,Zero Depreciation,8982.05,3,7,1,159830.02,1,0,4,1,Email,UPI,5.0,17,13,2021-09-23,2023-12-11,0,SUV,,2023-01-04,0
8208,41,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,8966.03,3,4,1,456109.6,4,0,2,3,Agent,Net Banking,9.0,27,8,2021-03-27,2022-01-01,1,Sedan,2016-03-20,2022-06-01,0
8209,29,Female,Divorced,Metro,High School,Employed,Comprehensive,6388.93,1,0,2,6974.46,1,0,1,1,Phone,Credit Card,0.0,12,13,2022-07-08,2022-05-10,1,Sedan,2022-06-13,2023-02-14,1
8210,44,Female,Divorced,Metro,Bachelor,Self-Employed,Comprehensive,2168.99,1,3,4,43907.42,0,1,2,0,Agent,Cash,2.0,2,0,2018-03-28,2020-02-12,0,Hatchback,2016-02-20,2020-01-28,0
8211,67,Male,Divorced,Metro,Bachelor,Employed,Third-Party,7128.69,3,3,2,262960.0,3,0,4,2,Agent,Cash,3.0,19,1,2018-09-20,2021-07-22,2,Electric,2020-09-15,2023-12-18,0
8212,53,Female,Married,Metro,Bachelor,Employed,Comprehensive,2591.93,3,0,1,403425.35,1,0,3,0,Agent,Net Banking,1.0,20,4,2021-11-26,2021-01-12,2,Electric,2015-02-07,2021-07-17,0
8213,44,Male,Married,Urban,Bachelor,Employed,Comprehensive,4154.19,5,9,5,439428.57,1,1,4,2,Agent,Net Banking,8.0,17,8,2018-04-27,2023-08-06,0,SUV,,2023-02-06,0
8214,21,Female,Married,Metro,Bachelor,Employed,Third-Party,3827.69,3,2,0,413807.89,4,1,5,0,Email,Credit Card,9.0,9,16,2022-07-24,2023-06-14,0,Sedan,2015-07-16,2023-02-10,0
8215,29,Male,Married,Urban,High School,Self-Employed,Third-Party,8960.19,1,5,3,75998.89,2,0,1,1,SMS,Net Banking,1.0,11,19,2016-09-11,2018-03-01,5,Electric,2021-05-22,2020-12-25,1
8216,56,Female,Single,Metro,Bachelor,Employed,Comprehensive,7242.13,1,8,3,86248.53,4,0,5,1,Email,UPI,0.0,25,4,2016-11-18,2018-02-15,5,SUV,2017-04-25,2023-12-08,0
8217,29,Male,Divorced,Urban,Bachelor,Employed,Third-Party,1639.51,1,5,4,452209.83,3,0,5,1,Agent,UPI,6.0,19,3,2021-03-13,2022-09-19,1,SUV,2020-10-03,2022-12-09,1
8218,67,Male,Married,Urban,Bachelor,Self-Employed,Third-Party,8590.48,5,1,1,355967.27,4,0,1,3,Phone,UPI,2.0,22,3,2022-02-08,2022-09-07,1,Sedan,2020-07-15,2022-02-18,0
8219,44,Female,Married,Metro,High School,Employed,Comprehensive,4873.61,1,1,2,442745.36,0,0,5,2,Email,UPI,1.0,25,0,2021-09-10,2023-12-01,0,Electric,2022-02-10,2023-01-22,0
8220,66,Female,Divorced,Urban,High School,Retired,Third-Party,7792.88,1,9,1,373246.47,2,0,2,3,Phone,Credit Card,6.0,6,9,2016-01-03,2021-04-15,2,SUV,,2021-12-27,0
8221,38,Male,Married,Metro,Master,Self-Employed,Third-Party,7990.11,3,0,0,14391.54,0,0,5,1,Phone,Credit Card,,28,7,2018-03-22,2018-02-24,5,Electric,2022-04-02,2023-06-09,0
8222,70,Male,Single,Rural,Bachelor,Employed,Third-Party,9988.13,3,3,3,464415.79,2,0,5,1,Email,Net Banking,1.0,3,4,2017-04-08,2018-11-16,0,Sedan,2020-08-09,2020-04-15,0
8223,71,Female,Married,Urban,High School,Employed,Comprehensive,4122.5,3,0,5,432971.72,4,0,3,1,Email,UPI,8.0,27,13,2017-02-22,2022-07-23,1,SUV,,2022-03-14,0
8224,58,Female,Divorced,Urban,High School,Retired,Zero Depreciation,8779.99,3,6,5,328740.03,4,0,5,0,Email,Net Banking,3.0,1,15,2018-06-06,2023-01-22,0,SUV,2021-10-07,2023-06-06,0
8225,49,Female,Single,Rural,High School,Employed,Zero Depreciation,3581.17,1,8,5,134500.77,1,0,2,1,Phone,Cash,8.0,22,16,2022-12-20,2023-03-01,0,Hatchback,2020-11-07,2023-08-25,0
8226,27,Female,Single,Rural,High School,Employed,Comprehensive,9959.86,3,7,0,103667.58,1,0,4,1,Phone,Credit Card,8.0,7,15,2016-09-16,2019-03-24,1,Electric,2016-01-11,2019-05-17,0
8227,67,Female,Divorced,Urban,Bachelor,Retired,Zero Depreciation,4692.26,1,6,1,123441.66,2,1,3,3,Agent,Net Banking,7.0,19,17,2020-12-25,2022-09-20,1,Hatchback,,2022-11-14,0
8228,39,Female,Divorced,Metro,Bachelor,Employed,Third-Party,6941.62,3,1,3,97160.11,4,1,5,0,SMS,Net Banking,1.0,29,12,2015-07-16,2018-03-08,5,Hatchback,2015-02-11,2021-02-08,0
8229,66,Male,Single,Urban,Master,Employed,Comprehensive,9950.59,3,1,2,432827.17,4,0,2,0,SMS,UPI,8.0,2,14,2022-07-04,2023-08-12,0,SUV,2016-07-28,2023-07-08,0
8230,50,Female,Married,Metro,Master,Self-Employed,Comprehensive,2803.76,3,2,1,433191.13,3,0,2,0,SMS,UPI,9.0,19,1,2015-07-25,2021-08-16,2,Hatchback,2016-11-11,2023-04-12,0
8231,37,Female,Divorced,Urban,Bachelor,Retired,Third-Party,6616.0,1,7,2,38286.11,3,0,3,1,Agent,UPI,3.0,1,15,2020-10-06,2022-07-13,1,SUV,2016-03-07,2023-04-23,0
8232,24,Female,Single,Urban,Master,Retired,Third-Party,9985.39,3,1,3,141717.71,3,0,5,0,SMS,Credit Card,0.0,3,4,2015-11-18,2023-06-07,0,Electric,2017-03-26,2023-04-24,1
8233,28,Female,Divorced,Urban,Bachelor,Employed,Zero Depreciation,9495.64,1,9,1,427472.81,3,0,1,2,Phone,UPI,8.0,25,10,2016-11-27,2018-05-04,5,Hatchback,2021-05-06,2023-05-09,1
8234,63,Male,Married,Urban,Bachelor,Retired,Comprehensive,2986.67,1,1,3,345891.49,4,1,5,3,Email,Credit Card,5.0,18,3,2019-04-25,2021-09-10,2,Electric,2017-02-14,2023-09-03,0
8235,16,Male,Married,Urban,High School,Employed,Third-Party,1888.53,1,3,3,311149.36,1,0,5,3,Agent,Net Banking,3.0,21,9,2016-10-05,2018-07-21,5,Hatchback,2021-01-28,2019-05-28,1
8236,45,Male,Single,Metro,High School,Employed,Comprehensive,4834.65,1,5,1,381234.02,3,1,2,2,Email,Cash,9.0,14,10,2022-10-15,2022-08-15,1,Electric,2022-05-03,2022-06-01,0
8237,26,Male,Married,Metro,High School,Employed,Comprehensive,7870.2,1,1,4,399402.06,4,0,4,2,Phone,Cash,6.0,24,18,2021-02-15,2022-08-28,1,Sedan,2015-08-06,2023-02-10,1
8238,73,Female,Married,Urban,High School,Employed,Zero Depreciation,8107.39,1,8,0,278879.62,2,1,5,2,Agent,Net Banking,7.0,3,6,2016-06-19,2020-07-26,1,Hatchback,2020-05-06,2023-11-15,0
8239,71,Male,Married,Metro,Bachelor,Self-Employed,Comprehensive,6466.85,5,8,2,457187.93,0,0,2,3,Phone,Credit Card,9.0,2,19,2021-10-28,2022-09-11,1,Sedan,2020-12-17,2023-03-15,0
8240,23,Female,Divorced,Urban,High School,Employed,Comprehensive,6533.99,1,0,3,355685.63,3,1,2,1,Email,Credit Card,5.0,25,17,2018-09-23,2023-12-15,0,Hatchback,,2023-03-18,0
8241,50,Female,Single,Metro,High School,Employed,Zero Depreciation,2085.93,3,0,3,52364.66,4,0,5,1,Agent,Cash,6.0,19,17,2019-06-22,2023-06-13,0,Hatchback,2018-12-01,2023-09-16,0
8242,22,Male,Single,Metro,Master,Employed,Comprehensive,4970.88,1,9,1,156186.81,2,1,4,2,Email,Cash,9.0,23,2,2022-03-24,2023-06-03,0,Hatchback,2019-12-05,2023-06-22,0
8243,71,Male,Single,Urban,Bachelor,Employed,Zero Depreciation,6185.52,3,8,2,314468.46,2,1,2,2,Email,UPI,5.0,3,18,2015-12-27,2017-05-05,6,SUV,2015-08-23,2018-06-28,0
8244,64,Female,Married,Urban,Bachelor,Self-Employed,Comprehensive,7152.39,5,0,0,412159.39,4,0,2,2,Email,Credit Card,1.0,2,19,2017-12-13,2020-10-08,3,Hatchback,,2022-11-10,1
8245,56,Male,Divorced,Metro,High School,Self-Employed,Comprehensive,1825.97,1,6,4,456190.62,3,1,4,1,SMS,Cash,4.0,29,16,2021-06-23,2022-07-18,1,Electric,2019-03-04,2022-04-20,0
8246,25,Male,Single,Metro,Master,Self-Employed,Comprehensive,7215.86,3,4,3,495211.11,2,0,2,2,Email,Net Banking,6.0,8,14,2021-09-13,2023-03-28,0,Sedan,2021-06-08,2023-06-16,0
8247,42,Female,Divorced,Metro,High School,Self-Employed,Comprehensive,9471.42,3,9,1,63435.55,2,0,3,2,SMS,Cash,5.0,19,9,2017-10-28,2022-10-22,1,Hatchback,2015-04-20,2022-11-01,1
8248,20,Female,Single,Metro,Bachelor,Employed,Comprehensive,8076.12,3,5,3,47374.2,1,0,2,0,Phone,Net Banking,4.0,8,5,2020-10-27,2022-02-13,1,Hatchback,,2022-07-28,0
8249,43,Female,Married,Metro,Bachelor,Student,Zero Depreciation,6614.89,1,3,3,7983.09,0,1,1,3,Email,Net Banking,,27,11,2016-03-11,2021-03-06,2,Sedan,2020-10-13,2021-12-12,0
8250,31,Female,Single,Urban,Bachelor,Employed,Third-Party,1874.22,5,1,4,447569.13,2,0,3,1,Phone,Net Banking,1.0,16,10,2022-04-10,2023-04-11,0,Electric,2018-09-10,2023-04-11,0
8251,57,Female,Single,Rural,Master,Self-Employed,Third-Party,8149.21,3,2,5,459079.86,1,0,3,2,Email,Credit Card,1.0,9,9,2017-06-11,2017-02-18,6,Hatchback,2022-11-02,2022-12-28,0
8252,26,Male,Married,Metro,High School,Student,Comprehensive,6966.6,1,9,2,388504.01,0,0,1,1,Phone,UPI,1.0,29,12,2018-10-09,2021-08-17,1,Sedan,2020-06-17,2022-06-01,0
8253,61,Female,Married,Metro,Master,Employed,Comprehensive,5938.25,1,7,4,95932.56,2,1,3,1,Email,Net Banking,,20,4,2021-11-21,2022-04-09,1,Sedan,2018-12-12,2023-11-18,0
8254,42,Female,Single,Urban,Bachelor,Employed,Third-Party,8219.29,3,1,4,496533.29,2,1,1,2,Agent,Cash,8.0,8,11,2015-08-24,2016-05-10,7,Electric,,2022-02-04,0
8255,59,Female,Divorced,Rural,Bachelor,Employed,Zero Depreciation,7070.52,3,6,0,308342.6,4,0,4,2,SMS,Cash,5.0,13,17,2019-03-19,2023-08-22,0,Electric,2015-01-10,2023-03-22,0
8256,30,Male,Married,Metro,Master,Self-Employed,Third-Party,5227.29,1,2,3,436545.39,4,0,4,2,Agent,Credit Card,,6,12,2015-08-09,2022-08-10,1,SUV,2020-07-03,2022-02-04,0
8257,59,Female,Single,Metro,Bachelor,Employed,Third-Party,3111.16,3,1,4,165388.74,0,0,4,2,Agent,Net Banking,9.0,18,12,2022-03-25,2023-07-25,0,Hatchback,2021-05-18,2023-11-02,0
8258,68,Female,Married,Metro,Bachelor,Retired,Third-Party,5539.06,3,9,5,314895.83,2,1,1,2,SMS,UPI,2.0,25,6,2021-07-19,2021-10-15,2,SUV,2019-12-07,2023-05-10,0
8259,50,Male,Divorced,Metro,High School,Employed,Zero Depreciation,2386.64,3,3,5,242700.04,4,1,4,0,Email,Net Banking,2.0,7,10,2019-02-25,2019-01-07,4,SUV,,2023-07-07,1
8260,65,Female,Single,Urban,Master,Retired,Comprehensive,1541.76,3,8,5,377085.63,2,0,5,1,Email,UPI,1.0,8,11,2022-10-20,2022-09-18,1,Sedan,2017-12-26,2023-04-25,0
8261,55,Female,Single,Rural,Bachelor,Employed,Third-Party,3105.64,1,6,5,471266.32,3,1,5,1,Email,Credit Card,4.0,14,1,2021-08-01,2022-03-16,1,SUV,2023-09-28,2023-04-16,1
8262,54,Female,Divorced,Urban,Master,Self-Employed,Comprehensive,4303.91,1,8,3,361649.62,4,1,4,3,Agent,Cash,7.0,2,12,2015-09-26,2022-10-14,1,Electric,2017-06-01,2022-06-03,0
8263,56,Male,Divorced,Rural,Master,Employed,Comprehensive,6821.25,3,4,5,200094.36,0,1,2,2,Agent,Net Banking,3.0,10,9,2022-05-22,2022-07-22,1,Hatchback,2015-01-10,2022-04-05,1
8264,33,Male,Single,Metro,High School,Employed,Zero Depreciation,5494.37,3,0,2,487374.71,3,0,2,2,SMS,Credit Card,3.0,1,15,2022-05-18,2023-08-22,0,Hatchback,2021-12-15,2023-11-08,0
8265,52,Female,Divorced,Rural,Bachelor,Employed,Zero Depreciation,7616.31,3,2,1,42225.31,0,0,5,3,SMS,Net Banking,7.0,25,1,2020-11-20,2022-12-06,1,Sedan,,2023-06-20,0
