Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Policy_Start_Date,Policy_End_Date,Last_Claim_Date,Last_Payment_Date,Vehicle_Age,Vehicle_Type,Premium_Amount,Churn,Age_Group,Policy_Duration,Policy_Age,Time_Since_Last_Claim,Time_Since_Last_Payment
C5958,36,Male,Married,Urban,Bachelor's,Employed,Third Party,9,5,2,113188,0,2,2,Email,Cheque,5,8,2,,,,2021-05-26,7,Hatchback,15548,0.0,"(35, 45]",0.0,0.0,0.0,979
C5959,55,Male,Married,Metro,Master's,Employed,Third Party,6,5,0,496577,0,1,0,Email,Cheque,0,11,0,2015-08-04,2021-06-04,2000-01-01,2016-07-07,8,Sedan,19550,0.0,"(45, 55]",2131.0,8.490075290896646,8795.0,2763
C5960,45,Male,Married,Rural,Master's,Employed,Comprehensive,7,3,4,444272,0,2,2,Phone,Credit Card,9,7,0,,,2022-01-04,2022-05-06,14,Hatchback,16126,0.0,"(35, 45]",0.0,0.0,756.0,634
C5961,19,Male,Single,Urban,High School,Unemployed,Own Damage,8,1,2,131767,1,3,2,In-Person,Cheque,7,17,0,,,2022-11-10,2023-07-07,2,SUV,15330,0.0,"(18, 25]",0.0,0.0,446.0,207
C5962,55,Male,Married,Rural,Bachelor's,Employed,Comprehensive,5,3,3,170692,1,3,1,Phone,Online,0,3,0,2016-02-08,2021-01-08,2016-03-09,2020-02-19,6,Sedan,16640,0.0,"(45, 55]",1796.0,7.975359342915811,2883.0,1441
C5963,54,Male,Married,Rural,Master's,Employed,Third Party,2,1,3,81877,1,3,1,In-Person,Credit Card,0,18,4,,,,2023-04-15,12,SUV,24952,0.0,"(45, 55]",0.0,0.0,0.0,290
C5964,68,Male,Single,Metro,Master's,Employed,Third Party,7,0,3,457900,1,2,2,Email,Cash,6,6,0,,,2020-10-10,2022-02-21,6,Hatchback,19166,0.0,"(65, 100]",0.0,0.0,1207.0,708
C5965,69,Female,Married,Urban,Master's,Employed,Comprehensive,7,0,0,68999,1,1,0,In-Person,Credit Card,5,25,0,2019-09-03,,2000-01-01,2019-11-25,2,Hatchback,9255,0.0,"(65, 100]",0.0,4.407939767282683,8795.0,1527
C5966,21,Female,Married,Urban,High School,Self-Employed,Comprehensive,2,4,4,153663,1,2,1,In-Person,Cheque,4,1,2,,2017-12-09,,2017-06-16,5,Hatchback,13933,0.0,"(18, 25]",0.0,0.0,0.0,2419
C5967,39,Male,Single,Rural,Bachelor's,Employed,Comprehensive,7,3,2,499038,0,4,2,Phone,Online,9,19,2,2022-08-10,,,2023-05-03,13,Luxury,44996,0.0,"(35, 45]",0.0,1.4729637234770705,0.0,272
C5968,43,Male,Single,Metro,Bachelor's,Self-Employed,Comprehensive,3,0,0,262436,0,3,2,Phone,Online,3,11,7,,,2000-01-01,2016-10-20,2,Sedan,19231,0.0,"(35, 45]",0.0,0.0,8795.0,2658
C5969,66,Female,Single,Rural,Master's,Employed,Comprehensive,6,4,0,124359,0,4,2,In-Person,Cheque,9,1,3,,,2000-01-01,2018-11-13,0,SUV,18348,0.0,"(65, 100]",0.0,0.0,8795.0,1904
C5970,60,Male,Single,Metro,Bachelor's,Self-Employed,Comprehensive,9,0,0,316880,2,3,2,In-Person,Credit Card,5,10,3,,,2000-01-01,2022-01-22,1,Luxury,36161,0.0,"(55, 65]",0.0,0.0,8795.0,738
C5971,53,Female,Married,Rural,Bachelor's,Employed,Comprehensive,4,4,4,222489,3,3,2,Phone,Cheque,7,18,8,,,,2023-06-10,12,Sedan,16217,1.0,"(45, 55]",0.0,0.0,0.0,234
C5972,30,Male,Single,Urban,Bachelor's,Employed,Third Party,1,5,0,168688,0,1,0,In-Person,Online,2,14,9,,,2000-01-01,2017-12-05,1,Hatchback,10204,0.0,"(25, 35]",0.0,0.0,8795.0,2247
C5973,69,Female,Married,Urban,Master's,Employed,Comprehensive,4,3,3,367688,0,1,0,Email,Credit Card,2,3,4,2015-05-04,2019-04-04,,2016-05-04,10,Sedan,15339,0.0,"(65, 100]",1431.0,8.7419575633128,0.0,2827
C5974,49,Female,Single,Urban,Master's,Employed,Third Party,3,1,3,124191,0,4,1,In-Person,Online,6,15,0,,,2020-10-09,2019-05-12,10,Luxury,36325,0.0,"(45, 55]",0.0,0.0,1208.0,1724
C5975,34,Female,Married,Metro,Bachelor's,Employed,Third Party,5,4,2,101531,3,1,0,In-Person,Online,7,4,9,,,,2023-12-31,8,Hatchback,7033,0.0,"(25, 35]",0.0,0.0,0.0,30
C5976,58,Female,Single,Urban,Master's,Employed,Third Party,7,0,2,382155,2,2,1,In-Person,Credit Card,9,9,1,2015-06-11,2022-04-11,2020-01-10,2020-09-28,13,Hatchback,8543,0.0,"(55, 65]",2496.0,8.63791923340178,1481.0,1219
C5977,53,Female,Married,Urban,Master's,Employed,Comprehensive,8,2,4,91988,3,3,1,Phone,Online,7,8,2,2015-01-07,,,2017-06-09,5,Sedan,10358,0.0,"(45, 55]",0.0,9.062286105407255,0.0,2426
C5978,63,Male,Married,Urban,Master's,Employed,Comprehensive,3,2,2,388539,0,3,1,In-Person,Cash,5,7,8,,,,2019-07-09,8,Sedan,12918,0.0,"(55, 65]",0.0,0.0,0.0,1666
C5979,36,Male,Married,Urban,Master's,Employed,Third Party,5,3,1,312853,2,2,2,Email,Cash,6,9,0,,,,2018-10-15,13,SUV,15664,0.0,"(35, 45]",0.0,0.0,0.0,1933
C5980,52,Male,Married,Urban,Bachelor's,Self-Employed,Comprehensive,8,1,0,83399,2,3,1,Email,Credit Card,7,9,9,,,2000-01-01,2022-01-02,0,Luxury,25171,0.0,"(45, 55]",0.0,0.0,8795.0,758
C5981,63,Female,Married,Urban,Master's,Employed,Comprehensive,7,2,3,71009,3,1,1,Email,Cheque,6,2,1,2016-12-03,2023-11-03,,2018-08-09,12,Hatchback,12548,0.0,"(55, 65]",2526.0,7.156741957563312,0.0,2000
C5982,57,Female,Married,Rural,Master's,Employed,Own Damage,5,5,1,428193,0,3,2,In-Person,Online,3,20,8,,,,2020-03-04,10,Hatchback,12556,1.0,"(55, 65]",0.0,0.0,0.0,1427
C5983,45,Male,Single,Urban,Master's,Employed,Own Damage,8,2,4,97715,3,3,2,Email,Online,6,16,1,2022-12-03,,,2022-12-05,10,Hatchback,7315,0.0,"(35, 45]",0.0,1.158110882956879,0.0,421
C5984,18,Male,Married,Metro,High School,Employed,Comprehensive,6,4,4,389122,1,1,2,Phone,Cash,3,15,6,2023-04-11,,,2023-12-22,0,Hatchback,10412,0.0,,0.0,0.8049281314168378,0.0,39
C5985,59,Female,Single,Rural,Master's,Employed,Third Party,7,1,0,82364,3,2,1,Phone,Cheque,1,23,9,,,2000-01-01,2021-04-19,8,Luxury,17304,0.0,"(55, 65]",0.0,0.0,8795.0,1016
C5986,35,Male,Married,Rural,Master's,Employed,Comprehensive,3,5,2,32749,3,1,0,In-Person,Credit Card,2,8,5,2019-08-01,2022-07-01,,2021-05-17,9,Hatchback,10221,0.0,"(25, 35]",1065.0,4.498288843258043,0.0,988
C5987,65,Male,Married,Rural,Bachelor's,Employed,Comprehensive,2,2,1,422284,1,3,1,In-Person,Cheque,5,4,3,,,,2018-10-26,11,Hatchback,13063,0.0,"(55, 65]",0.0,0.0,0.0,1922
C5988,57,Female,Married,Rural,Master's,Employed,Comprehensive,2,1,2,220876,3,2,0,Email,Cheque,4,7,7,,,2023-08-03,2022-11-05,7,SUV,21334,0.0,"(55, 65]",0.0,0.0,180.0,451
C5989,50,Male,Single,Urban,Master's,Employed,Comprehensive,2,4,1,276108,3,1,1,Phone,Online,3,1,1,,,,2019-06-22,10,Sedan,8116,0.0,"(45, 55]",0.0,0.0,0.0,1683
C5990,29,Male,Single,Metro,Bachelor's,Employed,Comprehensive,2,5,0,411801,3,2,0,In-Person,Cash,3,13,9,2015-04-09,2017-03-09,2000-01-01,2016-09-29,7,Hatchback,6117,0.0,"(25, 35]",700.0,8.810403832991103,8795.0,2679
C5991,25,Male,Single,Urban,Bachelor's,Employed,Comprehensive,7,1,4,413253,1,2,2,In-Person,Online,1,25,4,,,2021-04-09,2023-03-09,0,Hatchback,7356,0.0,"(18, 25]",0.0,0.0,1026.0,327
C5992,41,Male,Single,Urban,Bachelor's,Employed,Third Party,1,4,4,59633,1,2,1,Email,Credit Card,4,22,0,2022-05-01,2023-05-01,,2022-09-24,0,Hatchback,14492,0.0,"(35, 45]",365.0,1.7494866529774127,0.0,493
C5993,33,Male,Single,Metro,Bachelor's,Employed,Comprehensive,4,3,0,468444,2,3,0,Email,Online,9,16,4,2018-05-11,2022-04-11,2000-01-01,2021-07-01,12,Sedan,14870,0.0,"(25, 35]",1431.0,5.722108145106092,8795.0,943
C5994,67,Male,Single,Metro,Bachelor's,Employed,Comprehensive,7,1,4,12602,2,3,0,Email,Online,9,17,1,,,,2021-06-24,9,Sedan,8485,0.0,"(65, 100]",0.0,0.0,0.0,950
C5995,21,Male,Married,Urban,High School,Employed,Third Party,2,1,4,278688,2,2,1,In-Person,Credit Card,1,16,6,,,2018-11-10,2018-09-25,10,SUV,14007,0.0,"(18, 25]",0.0,0.0,1907.0,1953
C5996,55,Male,Married,Urban,Master's,Employed,Own Damage,9,2,3,499845,0,2,1,In-Person,Online,9,10,8,2015-03-12,,,2017-07-11,6,Sedan,15329,0.0,"(45, 55]",0.0,8.8870636550308,0.0,2394
C5997,61,Male,Married,Metro,Master's,Employed,Third Party,5,3,2,152836,0,4,1,In-Person,Cash,6,23,3,2015-03-10,2020-01-10,,2018-01-19,1,SUV,18779,0.0,"(55, 65]",1767.0,8.892539356605065,0.0,2202
C5998,44,Male,Married,Urban,Master's,Employed,Comprehensive,1,1,0,416961,3,2,2,Email,Cheque,1,14,3,2021-11-11,2022-11-11,2000-01-01,2022-04-06,3,Sedan,9995,0.0,"(35, 45]",365.0,2.217659137577002,8795.0,664
C5999,26,Female,Married,Rural,Bachelor's,Employed,Third Party,2,2,2,451393,0,3,0,Phone,Credit Card,1,18,3,,,,2022-11-28,10,Luxury,20276,0.0,"(25, 35]",0.0,0.0,0.0,428
C6000,64,Male,Married,Metro,Bachelor's,Employed,Comprehensive,1,2,4,309741,1,2,1,Email,Online,1,5,9,,,2016-02-12,2017-04-18,13,Sedan,5798,0.0,"(55, 65]",0.0,0.0,2909.0,2478
C6001,33,Female,Married,Rural,Bachelor's,Self-Employed,Third Party,5,4,2,15109,2,2,1,Phone,Credit Card,4,6,3,,,,2023-12-23,10,Hatchback,13378,0.0,"(25, 35]",0.0,0.0,0.0,38
C6002,29,Female,Single,Urban,Bachelor's,Employed,Comprehensive,8,2,0,94549,3,4,0,In-Person,Online,0,21,0,,,2000-01-01,2023-12-31,13,Hatchback,13603,0.0,"(25, 35]",0.0,0.0,8795.0,30
C6003,48,Male,Married,Metro,Master's,Employed,Third Party,7,5,2,456888,1,2,0,In-Person,Online,1,14,8,2020-03-05,,2022-01-05,2021-12-20,8,Hatchback,7556,0.0,"(45, 55]",0.0,3.9041752224503763,755.0,771
C6004,41,Female,Married,Metro,Bachelor's,Employed,Third Party,3,0,0,94960,2,4,0,In-Person,Credit Card,8,20,7,2022-10-02,,2000-01-01,2022-03-24,4,Hatchback,6234,0.0,"(35, 45]",0.0,1.3278576317590691,8795.0,677
C6005,31,Male,Single,Urban,Bachelor's,Employed,Comprehensive,5,4,0,144114,3,3,1,Email,Cash,3,19,8,,,2000-01-01,2020-07-30,3,Sedan,10675,0.0,"(25, 35]",0.0,0.0,8795.0,1279
C6006,62,Female,Married,Metro,Master's,Employed,Third Party,6,5,3,110575,0,2,2,Phone,Cash,5,5,9,2020-05-05,,2023-02-11,2020-08-17,4,Hatchback,8494,0.0,"(55, 65]",0.0,3.7371663244353184,353.0,1261
C6007,42,Male,Single,Rural,Master's,Employed,Comprehensive,2,4,3,476721,2,2,1,Phone,Cash,4,7,5,2020-11-12,2022-11-12,,2022-04-06,5,Sedan,6035,1.0,"(35, 45]",730.0,3.2142368240930868,0.0,664
C6008,51,Female,Single,Urban,Bachelor's,Employed,Comprehensive,2,4,2,354999,2,3,0,Email,Online,0,27,9,2019-05-05,2021-04-05,2021-03-01,2020-06-14,12,SUV,15583,0.0,"(45, 55]",701.0,4.739219712525667,1065.0,1325
C6009,20,Male,Married,Rural,High School,Self-Employed,Third Party,6,3,2,168640,2,3,2,Email,Cheque,6,26,3,2023-03-05,,2023-07-10,2023-08-17,6,Sedan,8446,0.0,"(18, 25]",0.0,0.9062286105407256,204.0,166
C6010,41,Female,Single,Urban,Master's,Self-Employed,Comprehensive,2,5,1,404773,3,3,1,Email,Cash,6,5,8,2018-07-02,2020-07-02,,2018-05-31,13,Sedan,13643,1.0,"(35, 45]",731.0,5.579739904175223,0.0,2070
C6011,59,Male,Single,Urban,Bachelor's,Employed,Third Party,7,1,3,401117,2,1,0,Email,Cheque,2,21,2,,,2017-10-10,2020-06-19,3,Hatchback,10244,0.0,"(55, 65]",0.0,0.0,2303.0,1320
C6012,26,Female,Single,Metro,Diploma,Self-Employed,Comprehensive,5,2,3,375961,1,2,0,Phone,Credit Card,0,5,7,,,2020-04-02,2019-01-20,6,Hatchback,6061,0.0,"(25, 35]",0.0,0.0,1398.0,1836
C6013,43,Male,Married,Urban,Master's,Unemployed,Comprehensive,6,5,2,261114,2,3,1,In-Person,Cheque,4,19,0,,,2023-12-11,2023-06-22,14,Hatchback,14385,0.0,"(35, 45]",0.0,0.0,50.0,222
C6014,37,Female,Single,Urban,Master's,Employed,Third Party,2,2,3,32593,2,4,1,In-Person,Cheque,3,6,7,2016-03-12,2018-03-12,,2018-02-19,1,Sedan,15052,1.0,"(35, 45]",730.0,7.885010266940451,0.0,2171
C6015,57,Male,Married,Urban,Bachelor's,Employed,Comprehensive,2,5,0,468319,3,4,0,In-Person,Credit Card,3,2,3,2019-12-04,2021-11-04,2000-01-01,2019-11-22,13,Hatchback,15789,0.0,"(55, 65]",701.0,4.15605749486653,8795.0,1530
C6016,27,Male,Single,Rural,Bachelor's,Employed,Comprehensive,2,1,3,314083,3,4,1,Email,Credit Card,6,16,6,,,,2022-05-14,12,Sedan,12426,0.0,"(25, 35]",0.0,0.0,0.0,626
C6017,36,Female,Married,Urban,Master's,Employed,Own Damage,5,4,3,475127,2,3,2,In-Person,Online,4,27,1,2018-07-06,2023-06-06,,2020-07-03,1,Luxury,21676,0.0,"(35, 45]",1796.0,5.568788501026694,0.0,1306
C6018,20,Female,Married,Rural,High School,Self-Employed,Third Party,6,5,0,206544,3,2,2,Phone,Online,7,8,6,2017-09-04,2023-08-04,2000-01-01,2018-10-26,6,Hatchback,12300,0.0,"(18, 25]",2160.0,6.403832991101985,8795.0,1922
C6019,41,Male,Single,Urban,Master's,Employed,Third Party,4,4,0,141152,2,1,0,Phone,Cash,3,9,3,,,2000-01-01,2017-06-16,7,Sedan,19719,0.0,"(35, 45]",0.0,0.0,8795.0,2419
C6020,22,Female,Single,Urban,High School,Employed,Comprehensive,7,5,3,398658,0,2,0,Phone,Online,2,22,2,2018-05-10,,2022-05-12,2023-04-07,7,Hatchback,18282,0.0,"(18, 25]",0.0,5.724845995893224,628.0,298
C6021,20,Female,Single,Urban,High School,Employed,Third Party,6,5,1,93719,1,1,2,Email,Credit Card,7,28,5,,,2023-08-11,2023-12-26,2,Sedan,19188,0.0,"(18, 25]",0.0,0.0,172.0,35
C6022,44,Female,Married,Metro,Master's,Unemployed,Third Party,8,5,2,427330,2,4,2,Email,Cheque,0,3,0,,,,2023-12-02,5,Sedan,17851,0.0,"(35, 45]",0.0,0.0,0.0,59
C6023,33,Male,Single,Urban,Bachelor's,Unemployed,Own Damage,2,0,0,205714,3,2,2,Email,Online,9,19,5,,,2000-01-01,2017-08-15,2,Luxury,33392,0.0,"(25, 35]",0.0,0.0,8795.0,2359
C6024,66,Male,Single,Urban,Bachelor's,Employed,Comprehensive,4,0,3,219960,0,1,1,In-Person,Online,5,21,5,,,,2022-03-22,14,Hatchback,7441,1.0,"(65, 100]",0.0,0.0,0.0,679
C6025,32,Female,Single,Metro,Master's,Employed,Third Party,4,2,4,343110,1,4,1,Email,Cheque,2,20,2,,,,2021-01-28,7,SUV,15836,0.0,"(25, 35]",0.0,0.0,0.0,1097
C6026,52,Male,Single,Urban,Bachelor's,Employed,Comprehensive,2,4,1,140688,1,3,1,Phone,Cheque,5,14,1,,,,2015-05-04,8,Hatchback,7779,0.0,"(45, 55]",0.0,0.0,0.0,3193
C6027,29,Male,Single,Urban,Bachelor's,Unemployed,Comprehensive,6,3,2,350659,1,3,2,Email,Credit Card,3,1,7,,,2023-08-02,2023-05-13,9,SUV,22808,0.0,"(25, 35]",0.0,0.0,181.0,262
C6028,58,Male,Married,Metro,Master's,Unemployed,Comprehensive,1,1,1,493008,1,2,0,Phone,Credit Card,1,24,8,2021-12-07,2022-12-07,2021-07-12,2021-09-16,10,Hatchback,13159,0.0,"(55, 65]",365.0,2.1464750171115674,932.0,866
C6029,61,Male,Married,Rural,Master's,Employed,Third Party,8,4,0,279225,3,4,1,Email,Credit Card,5,8,7,,,2000-01-01,2023-09-22,0,Luxury,47878,1.0,"(55, 65]",0.0,0.0,8795.0,130
C6030,43,Female,Married,Urban,Bachelor's,Employed,Comprehensive,8,2,0,372294,0,1,0,Email,Credit Card,6,28,1,,,2000-01-01,2021-05-11,5,SUV,12886,0.0,"(35, 45]",0.0,0.0,8795.0,994
C6031,64,Female,Married,Urban,Master's,Unemployed,Comprehensive,9,1,2,114757,3,3,2,In-Person,Credit Card,3,18,2,,,,2023-05-28,10,Sedan,7012,1.0,"(55, 65]",0.0,0.0,0.0,247
C6032,51,Male,Married,Urban,Master's,Employed,Comprehensive,9,2,3,284584,1,3,0,In-Person,Online,3,26,3,,,2023-08-02,2021-09-27,12,Luxury,45130,0.0,"(45, 55]",0.0,0.0,181.0,855
C6033,40,Male,Married,Urban,Master's,Self-Employed,Comprehensive,7,2,0,25848,0,3,2,Email,Cheque,2,20,3,2021-12-06,,2000-01-01,2022-09-11,11,Hatchback,15091,0.0,"(35, 45]",0.0,2.1492128678986995,8795.0,506
C6034,48,Male,Married,Metro,Master's,Employed,Comprehensive,7,1,4,173450,3,4,2,Email,Credit Card,1,3,2,,,2023-01-07,2023-06-29,4,Sedan,17078,0.0,"(45, 55]",0.0,0.0,388.0,215
C6035,67,Male,Married,Urban,Bachelor's,Employed,Own Damage,6,0,4,389035,2,4,0,In-Person,Cash,6,20,7,,,2022-08-01,2022-01-11,3,SUV,21153,0.0,"(65, 100]",0.0,0.0,547.0,749
C6036,37,Male,Married,Urban,Master's,Employed,Third Party,4,5,3,461303,3,3,2,Email,Credit Card,3,3,9,2023-05-02,,2023-12-06,2023-12-01,4,Hatchback,7302,1.0,"(35, 45]",0.0,0.7474332648870636,55.0,60
C6037,29,Female,Married,Rural,Bachelor's,Unemployed,Comprehensive,6,3,4,449537,0,4,1,Email,Cash,7,22,5,2022-10-01,,2022-04-11,2022-09-21,7,SUV,24245,1.0,"(25, 35]",0.0,1.3305954825462012,659.0,496
C6038,40,Female,Single,Urban,Master's,Employed,Comprehensive,2,2,4,190107,3,3,1,Phone,Cheque,1,4,3,2021-02-06,2023-02-06,,2022-09-24,12,Hatchback,16474,0.0,"(35, 45]",730.0,2.9787816563997263,0.0,493
C6039,21,Male,Single,Metro,High School,Employed,Own Damage,1,4,1,496543,1,1,2,In-Person,Cash,1,4,1,,,,2023-03-03,1,SUV,22013,0.0,"(18, 25]",0.0,0.0,0.0,333
C6040,40,Female,Single,Urban,Bachelor's,Employed,Third Party,8,3,1,72957,3,1,1,In-Person,Online,5,27,5,2023-10-12,,2024-09-01,2023-12-31,2,SUV,14840,1.0,"(35, 45]",0.0,0.30116358658453113,-215.0,30
C6041,65,Male,Married,Urban,Master's,Employed,Third Party,8,4,4,404487,1,3,2,Email,Online,1,28,6,,,,2021-05-31,4,Hatchback,12698,0.0,"(55, 65]",0.0,0.0,0.0,974
C6042,65,Female,Single,Metro,Bachelor's,Employed,Comprehensive,9,2,4,254633,3,1,1,Phone,Credit Card,8,8,5,,,,2017-06-22,1,Sedan,15144,0.0,"(55, 65]",0.0,0.0,0.0,2413
C6043,18,Male,Married,Rural,High School,Employed,Third Party,9,5,4,488204,1,1,1,Phone,Cheque,6,23,3,,,,2019-10-24,14,Hatchback,11088,0.0,,0.0,0.0,0.0,1559
C6044,42,Female,Married,Metro,Master's,Employed,Third Party,8,0,4,439280,3,2,2,In-Person,Online,4,2,7,2021-07-08,,,2022-05-05,4,SUV,29495,1.0,"(35, 45]",0.0,2.5626283367556466,0.0,635
C6045,19,Male,Married,Metro,High School,Unemployed,Comprehensive,6,2,0,68954,1,1,2,In-Person,Cash,3,25,1,2017-05-07,2023-04-07,2000-01-01,2019-06-11,5,Sedan,7592,0.0,"(18, 25]",2161.0,6.7323750855578375,8795.0,1694
C6046,47,Male,Single,Metro,Master's,Employed,Third Party,7,5,3,179267,0,4,2,Email,Credit Card,6,24,7,,,2021-09-04,2021-08-29,10,Luxury,23122,1.0,"(45, 55]",0.0,0.0,878.0,884
C6047,20,Male,Married,Urban,High School,Employed,Comprehensive,4,2,0,429673,1,4,1,Email,Cheque,9,20,5,,,2000-01-01,2017-11-29,5,Hatchback,17411,0.0,"(18, 25]",0.0,0.0,8795.0,2253
C6048,38,Male,Married,Urban,Master's,Employed,Own Damage,8,4,2,322098,1,4,0,Email,Cheque,1,27,6,,,,2021-04-18,9,Luxury,27076,0.0,"(35, 45]",0.0,0.0,0.0,1017
C6049,42,Male,Single,Metro,Bachelor's,Employed,Own Damage,1,0,2,307731,0,2,1,Phone,Credit Card,1,2,3,,,,2020-11-20,6,Hatchback,16116,0.0,"(35, 45]",0.0,0.0,0.0,1166
C6050,37,Male,Married,Rural,Master's,Employed,Comprehensive,8,1,3,88402,1,2,2,In-Person,Cheque,4,18,9,,,2023-02-09,2023-05-30,0,Sedan,16039,0.0,"(35, 45]",0.0,0.0,355.0,245
C6051,66,Male,Married,Metro,Bachelor's,Employed,Own Damage,2,0,3,133445,3,3,2,Email,Online,3,7,9,2019-08-06,2021-07-06,,2020-05-15,4,Sedan,16378,0.0,"(65, 100]",700.0,4.484599589322382,0.0,1355
C6052,69,Female,Single,Urban,Master's,Employed,Third Party,7,4,4,194295,0,2,1,Phone,Online,5,12,3,,,,2023-12-22,2,Sedan,16608,0.0,"(65, 100]",0.0,0.0,0.0,39
C6053,39,Male,Married,Metro,Bachelor's,Employed,Own Damage,8,2,3,114525,0,2,1,Email,Cash,3,7,4,,,,2022-06-20,10,Sedan,6200,0.0,"(35, 45]",0.0,0.0,0.0,589
C6054,38,Female,Married,Rural,Master's,Self-Employed,Own Damage,4,1,4,27396,3,4,1,Email,Online,5,23,8,,,2019-08-08,2021-11-20,3,Hatchback,8116,1.0,"(35, 45]",0.0,0.0,1636.0,801
C6055,50,Male,Married,Urban,Master's,Employed,Comprehensive,4,3,0,275013,3,1,2,In-Person,Online,4,29,8,2018-12-10,2022-11-10,2000-01-01,2019-09-07,7,Sedan,16778,0.0,"(45, 55]",1431.0,5.138945927446954,8795.0,1606
C6056,69,Female,Married,Urban,Master's,Employed,Comprehensive,7,0,2,339480,1,3,2,In-Person,Cheque,6,18,9,,,2023-01-10,2023-05-23,3,Hatchback,10249,0.0,"(65, 100]",0.0,0.0,385.0,252
C6057,55,Female,Married,Metro,Master's,Employed,Comprehensive,7,4,1,240244,0,1,1,In-Person,Credit Card,6,24,1,,,,2023-11-28,6,Hatchback,18188,0.0,"(45, 55]",0.0,0.0,0.0,63
C6058,32,Male,Married,Urban,Bachelor's,Unemployed,Comprehensive,9,3,0,352769,2,3,1,In-Person,Online,6,19,0,,,2000-01-01,2020-06-12,2,SUV,27596,1.0,"(25, 35]",0.0,0.0,8795.0,1327
C6059,63,Female,Married,Urban,Master's,Employed,Comprehensive,3,5,2,396539,3,2,2,Email,Cheque,7,10,7,2015-12-03,2018-11-03,,2016-06-19,3,Hatchback,18485,0.0,"(55, 65]",1066.0,8.158795345653662,0.0,2781
C6060,69,Male,Single,Urban,Bachelor's,Employed,Comprehensive,8,4,1,352303,2,1,0,Phone,Cash,8,5,8,2015-04-11,2023-02-11,,2015-12-11,7,SUV,15790,0.0,"(65, 100]",2863.0,8.804928131416839,0.0,2972
C6061,32,Female,Single,Urban,Master's,Self-Employed,Comprehensive,4,0,1,299985,0,3,1,In-Person,Online,1,19,5,2016-05-11,2020-04-11,2020-06-03,2017-08-31,4,SUV,26479,0.0,"(25, 35]",1431.0,7.7207392197125255,1336.0,2343
C6062,63,Male,Single,Rural,Bachelor's,Employed,Comprehensive,5,2,3,295842,1,2,2,In-Person,Credit Card,6,13,2,2018-01-05,,,2022-12-17,9,Hatchback,6387,0.0,"(55, 65]",0.0,6.067077344284736,0.0,409
C6063,42,Male,Married,Metro,Bachelor's,Employed,Comprehensive,7,2,0,234642,0,3,1,In-Person,Cheque,9,18,2,,,2000-01-01,2022-04-05,0,Luxury,36943,0.0,"(35, 45]",0.0,0.0,8795.0,665
C6064,38,Male,Single,Urban,Bachelor's,Employed,Comprehensive,4,5,3,60225,3,4,0,Phone,Online,0,21,2,2021-03-04,,,2023-08-01,4,SUV,23419,0.0,"(35, 45]",0.0,2.9075975359342916,0.0,182
C6065,41,Male,Married,Urban,Master's,Employed,Comprehensive,1,4,1,102649,3,3,0,Phone,Online,4,16,0,,,,2023-12-26,1,Hatchback,6057,0.0,"(35, 45]",0.0,0.0,0.0,35
C6066,22,Male,Married,Urban,High School,Employed,Third Party,8,5,0,95687,0,3,2,Phone,Cheque,4,17,2,,,2000-01-01,2022-07-23,7,Hatchback,10792,0.0,"(18, 25]",0.0,0.0,8795.0,556
C6067,23,Female,Married,Metro,Bachelor's,Employed,Own Damage,1,5,1,478065,1,2,2,In-Person,Cash,6,4,8,,,,2022-06-13,0,SUV,11284,0.0,"(18, 25]",0.0,0.0,0.0,596
C6068,66,Male,Single,Metro,Master's,Unemployed,Comprehensive,1,3,2,341581,0,4,2,Email,Cheque,0,8,6,,,,2016-08-08,4,Hatchback,13272,1.0,"(65, 100]",0.0,0.0,0.0,2731
C6069,60,Male,Single,Urban,Master's,Unemployed,Third Party,5,2,1,57595,0,1,1,In-Person,Online,7,4,8,,,,2020-06-28,0,Hatchback,15977,0.0,"(55, 65]",0.0,0.0,0.0,1311
C6070,65,Male,Single,Rural,Bachelor's,Unemployed,Third Party,1,0,1,422351,3,3,1,Email,Credit Card,0,6,7,2017-11-12,2018-11-12,,2018-10-07,2,Hatchback,16805,0.0,"(55, 65]",365.0,6.2149212867898695,0.0,1941
C6071,61,Male,Single,Rural,Master's,Employed,Comprehensive,8,4,4,473622,0,1,2,Phone,Cheque,8,25,6,2015-01-10,,2020-02-03,2017-02-25,2,SUV,17879,1.0,"(55, 65]",0.0,9.05407255304586,1457.0,2530
C6072,64,Male,Married,Metro,Bachelor's,Employed,Third Party,3,3,2,168664,3,1,0,Phone,Cheque,4,24,9,,,2022-12-10,2023-05-07,13,Sedan,12819,0.0,"(55, 65]",0.0,0.0,416.0,268
C6073,40,Female,Married,Metro,Bachelor's,Unemployed,Own Damage,5,3,2,392136,1,1,0,Phone,Online,2,29,7,,,,2023-11-01,4,Luxury,27079,0.0,"(35, 45]",0.0,0.0,0.0,90
C6074,21,Male,Single,Urban,High School,Employed,Comprehensive,4,5,2,242439,1,2,2,Phone,Credit Card,8,15,8,2019-01-05,,2020-03-03,2020-11-26,2,Sedan,7916,0.0,"(18, 25]",0.0,5.06776180698152,1428.0,1160
